
Series anuales. Hechos esclarecidos
Hechos esclarecidos por comunidades autónomas, tipología penal y  periodo.
Unidades: Hechos esclarecidos

,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,
TOTAL NACIONAL,
    7. FALSEDADES,113.0,123.0,78.0,133.0,86.0,65.0,105.0,94.0,86.0,93.0,118.0,127.0,79.0,
    8. ADMÓN. PÚBLICA,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,
    9. ADMÓN. JUSTICIA,380.0,278.0,273.0,286.0,318.0,264.0,226.0,259.0,285.0,313.0,305.0,320.0,242.0,
    10. ORDEN PÚBLICO,354.0,272.0,431.0,164.0,162.0,164.0,150.0,224.0,368.0,405.0,424.0,478.0,408.0,
    11. LEGISLACIÓN ESPECIAL,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,
    TOTAL INFRACCIONES PENALES,9304.0,8302.0,7179.0,7705.0,7640.0,7341.0,7278.0,7593.0,8297.0,8607.0,8412.0,8818.0,8280.0,
CASTILLA Y LEÓN,
    1. CONTRA LAS PERSONAS,7688.0,6702.0,5787.0,6626.0,6567.0,6480.0,6284.0,9166.0,11708.0,11815.0,12332.0,12766.0,12415.0,
    1.1.-Homicidios dolosos/asesinatos,55.0,37.0,42.0,42.0,35.0,29.0,27.0,25.0,46.0,45.0,44.0,42.0,35.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,17.0,13.0,14.0,10.0,11.0,13.0,10.0,9.0,16.0,22.0,12.0,17.0,9.0,
    1.2.-Lesiones,4347.0,3662.0,3027.0,3851.0,3956.0,4001.0,3896.0,4071.0,4093.0,4125.0,4647.0,4798.0,4665.0,
    1.4.-Otros contra las personas,216.0,187.0,183.0,259.0,183.0,103.0,63.0,2815.0,5311.0,5508.0,5458.0,5619.0,5497.0,
    2.2.-Otros contra la libertad,4268.0,4382.0,3862.0,4045.0,3870.0,3811.0,3796.0,2284.0,646.0,691.0,658.0,660.0,632.0,
    3.3.-Corrupción de menores o incapacitados,17.0,16.0,6.0,11.0,10.0,17.0,6.0,19.0,14.0,5.0,7.0,5.0,7.0,
    3.4.-Pornografía de menores,36.0,19.0,18.0,27.0,37.0,21.0,23.0,16.0,18.0,9.0,19.0,8.0,21.0,
    3.5.-Otros contra la libertad sexual,63.0,50.0,52.0,78.0,45.0,43.0,34.0,41.0,54.0,29.0,40.0,35.0,44.0,
    5. PATRIMONIO,13998.0,11407.0,9685.0,11978.0,11345.0,11678.0,11486.0,11467.0,13522.0,13168.0,12467.0,12387.0,12960.0,
    5.1.-Hurtos,4807.0,3737.0,3039.0,4701.0,4287.0,4355.0,4485.0,4629.0,5295.0,5536.0,5183.0,4992.0,4792.0,
    5.2.-Robos con fuerza en las cosas,1439.0,1188.0,1248.0,1687.0,1518.0,2160.0,1740.0,1779.0,2746.0,2394.0,2154.0,2384.0,2857.0,
    5.3.-Robos con violencia o intimidación,435.0,379.0,327.0,413.0,390.0,339.0,416.0,412.0,470.0,483.0,519.0,556.0,572.0,
    5.4.-Sustracción de vehículos,236.0,197.0,155.0,216.0,189.0,262.0,290.0,296.0,247.0,305.0,322.0,359.0,532.0,
    5.5.-Estafas,4359.0,3216.0,2596.0,2546.0,2463.0,2153.0,2201.0,1984.0,1985.0,1760.0,1696.0,1444.0,1418.0,
    5.5.1.-Estafas informáticas,2833.0,2092.0,1608.0,1239.0,1032.0,914.0,759.0,655.0,594.0,484.0,413.0,287.0,301.0,
    5.6.-Daños,1734.0,1711.0,1453.0,1507.0,1576.0,1634.0,1612.0,1495.0,1855.0,1797.0,1910.0,2046.0,2250.0,
    5.8.-Blanqueo de capitales,9.0,4.0,4.0,8.0,9.0,6.0,6.0,6.0,3.0,6.0,2.0,3.0,5.0,
    5.9.-Otros contra el patrimonio,938.0,915.0,830.0,857.0,834.0,710.0,682.0,812.0,811.0,752.0,616.0,520.0,457.0,
    6.1.-Tráfico de drogas,447.0,463.0,472.0,425.0,386.0,308.0,328.0,293.0,366.0,364.0,340.0,391.0,340.0,
    7. FALSEDADES,693.0,636.0,489.0,489.0,448.0,380.0,350.0,319.0,356.0,326.0,344.0,340.0,332.0,
    8. ADMÓN. PÚBLICA,9.0,14.0,13.0,12.0,11.0,22.0,8.0,9.0,5.0,8.0,10.0,4.0,12.0,
    9. ADMÓN. JUSTICIA,1526.0,1246.0,1083.0,1200.0,1113.0,1055.0,1055.0,1024.0,994.0,967.0,1006.0,1100.0,1129.0,
    10. ORDEN PÚBLICO,989.0,949.0,1049.0,735.0,687.0,674.0,597.0,918.0,1181.0,1312.0,1529.0,1569.0,1504.0,
    11. LEGISLACIÓN ESPECIAL,2.0,3.0,2.0,7.0,0.0,8.0,1.0,2.0,3.0,0.0,2.0,4.0,1.0,
    TOTAL INFRACCIONES PENALES,33859.0,29798.0,25636.0,29437.0,28187.0,27919.0,27267.0,29041.0,32541.0,32707.0,33370.0,34245.0,34018.0,
CASTILLA - LA MANCHA,
    1. CONTRA LAS PERSONAS,7596.0,6760.0,5869.0,6686.0,6309.0,6003.0,5822.0,7904.0,9991.0,10131.0,10760.0,10872.0,11015.0,
    1.1.-Homicidios dolosos/asesinatos,64.0,75.0,42.0,37.0,35.0,41.0,39.0,36.0,46.0,32.0,36.0,27.0,41.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,17.0,11.0,15.0,12.0,9.0,12.0,12.0,14.0,15.0,14.0,16.0,8.0,11.0,
    1.2.-Lesiones,3921.0,3409.0,2766.0,3428.0,3284.0,3266.0,3249.0,3249.0,3450.0,3542.0,3764.0,3926.0,3918.0,
    1.4.-Otros contra las personas,152.0,137.0,135.0,150.0,95.0,90.0,63.0,2112.0,4074.0,4211.0,4463.0,4399.0,4398.0,
    2.2.-Otros contra la libertad,3968.0,3830.0,3351.0,3317.0,3279.0,3197.0,3071.0,1782.0,685.0,708.0,698.0,735.0,563.0,
    3.3.-Corrupción de menores o incapacitados,9.0,14.0,15.0,13.0,13.0,22.0,28.0,15.0,14.0,7.0,8.0,12.0,6.0,
    3.4.-Pornografía de menores,9.0,17.0,13.0,32.0,26.0,18.0,12.0,14.0,15.0,6.0,13.0,6.0,13.0,
    3.5.-Otros contra la libertad sexual,59.0,47.0,45.0,54.0,48.0,52.0,54.0,34.0,35.0,52.0,26.0,38.0,44.0,
    5. PATRIMONIO,12281.0,10647.0,9367.0,10926.0,10131.0,10396.0,10718.0,10649.0,11423.0,12355.0,11061.0,10308.0,11156.0,
    5.1.-Hurtos,3234.0,2556.0,2440.0,3003.0,2963.0,3090.0,3324.0,3455.0,3699.0,3875.0,3525.0,3344.0,3429.0,
    5.2.-Robos con fuerza en las cosas,1868.0,1593.0,1654.0,2271.0,1930.0,2631.0,2693.0,2607.0,3037.0,3556.0,2713.0,2414.0,3251.0,
    5.3.-Robos con violencia o intimidación,469.0,453.0,426.0,459.0,429.0,402.0,385.0,410.0,479.0,593.0,556.0,561.0,549.0,
    5.4.-Sustracción de vehículos,263.0,214.0,183.0,233.0,210.0,311.0,431.0,371.0,341.0,366.0,397.0,438.0,570.0,
    5.5.-Estafas,3370.0,2921.0,2187.0,2251.0,2038.0,1658.0,1698.0,1604.0,1485.0,1647.0,1706.0,1473.0,1215.0,
    5.5.1.-Estafas informáticas,2142.0,1784.0,1234.0,1045.0,873.0,695.0,643.0,654.0,501.0,524.0,353.0,320.0,262.0,
    5.6.-Daños,1529.0,1443.0,1186.0,1346.0,1303.0,1257.0,1217.0,1211.0,1335.0,1449.0,1412.0,1419.0,1520.0,
    5.8.-Blanqueo de capitales,28.0,22.0,13.0,18.0,8.0,8.0,8.0,6.0,10.0,4.0,4.0,4.0,6.0,
    5.9.-Otros contra el patrimonio,1506.0,1426.0,1266.0,1308.0,1168.0,1015.0,940.0,967.0,1001.0,812.0,701.0,599.0,538.0,
    6.1.-Tráfico de drogas,546.0,553.0,530.0,445.0,424.0,408.0,345.0,343.0,408.0,473.0,414.0,440.0,403.0,
    7. FALSEDADES,719.0,823.0,594.0,666.0,575.0,528.0,573.0,431.0,497.0,439.0,458.0,440.0,379.0,
    8. ADMÓN. PÚBLICA,7.0,30.0,11.0,23.0,35.0,41.0,8.0,9.0,19.0,12.0,7.0,8.0,7.0,
    9. ADMÓN. JUSTICIA,1661.0,1386.0,1228.0,1283.0,1193.0,1043.0,1046.0,1100.0,1104.0,1070.0,1004.0,1107.0,1163.0,
    10. ORDEN PÚBLICO,973.0,921.0,1192.0,734.0,680.0,638.0,611.0,667.0,910.0,1094.0,1212.0,1337.0,1260.0,
    11. LEGISLACIÓN ESPECIAL,11.0,2.0,4.0,6.0,8.0,6.0,4.0,7.0,2.0,3.0,0.0,2.0,1.0,
    TOTAL INFRACCIONES PENALES,32645.0,29315.0,26075.0,28492.0,26579.0,25998.0,26055.0,26588.0,28866.0,30644.0,30163.0,30339.0,30408.0,
CATALUÑA,
    1. CONTRA LAS PERSONAS,19442.0,17094.0,14074.0,18514.0,18536.0,18309.0,17981.0,24815.0,33217.0,32465.0,33874.0,34716.0,34057.0,
    1.1.-Homicidios dolosos/asesinatos,232.0,227.0,170.0,247.0,209.0,208.0,195.0,161.0,194.0,179.0,268.0,263.0,266.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,62.0,55.0,45.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,
    1.2.-Lesiones,11384.0,9910.0,7770.0,11306.0,11463.0,11337.0,11538.0,11440.0,11762.0,11794.0,12728.0,13574.0,13471.0,
    1.4.-Otros contra las personas,354.0,310.0,285.0,325.0,352.0,373.0,31.0,7282.0,14915.0,14110.0,14535.0,14400.0,13707.0,
    2.2.-Otros contra la libertad,15361.0,14865.0,11689.0,14543.0,14500.0,14423.0,14219.0,10755.0,6838.0,6894.0,6812.0,6887.0,5957.0,
    3.3.-Corrupción de menores o incapacitados,13.0,3.0,7.0,5.0,6.0,5.0,6.0,17.0,5.0,4.0,4.0,9.0,43.0,
    3.4.-Pornografía de menores,75.0,57.0,78.0,109.0,132.0,104.0,119.0,130.0,109.0,70.0,88.0,96.0,106.0,
    3.5.-Otros contra la libertad sexual,166.0,160.0,160.0,221.0,196.0,222.0,256.0,238.0,283.0,267.0,217.0,238.0,254.0,
    5. PATRIMONIO,52430.0,43258.0,40553.0,62878.0,60869.0,55775.0,55849.0,56836.0,61160.0,63711.0,62178.0,63209.0,62094.0,
    5.1.-Hurtos,19799.0,14384.0,13363.0,22373.0,22063.0,20793.0,19723.0,20440.0,21777.0,22117.0,21800.0,21785.0,19924.0,
    5.2.-Robos con fuerza en las cosas,4969.0,4284.0,4466.0,7987.0,8224.0,7363.0,8468.0,8352.0,9820.0,11420.0,11328.0,12125.0,12964.0,
    5.3.-Robos con violencia o intimidación,4606.0,3679.0,3170.0,5422.0,4585.0,4299.0,4592.0,4784.0,5489.0,6580.0,6501.0,6347.0,6280.0,
    5.4.-Sustracción de vehículos,2530.0,2062.0,2395.0,4252.0,4271.0,4014.0,3895.0,4337.0,4161.0,4604.0,5006.0,5724.0,6603.0,
    5.5.-Estafas,6294.0,5281.0,5129.0,8433.0,8850.0,7673.0,7491.0,6883.0,6906.0,7191.0,6690.0,5914.0,5276.0,
    5.5.1.-Estafas informáticas,834.0,651.0,592.0,486.0,366.0,330.0,371.0,399.0,346.0,366.0,310.0,246.0,320.0,
    5.6.-Daños,4219.0,4080.0,3267.0,4230.0,4039.0,4174.0,4080.0,4357.0,4613.0,4528.0,4804.0,5315.0,5576.0,
    5.8.-Blanqueo de capitales,35.0,27.0,24.0,17.0,21.0,25.0,35.0,32.0,32.0,27.0,21.0,26.0,18.0,
    5.9.-Otros contra el patrimonio,9775.0,9219.0,8583.0,9952.0,8513.0,7235.0,7260.0,7279.0,7949.0,6763.0,5480.0,5355.0,4900.0,
    6.1.-Tráfico de drogas,3181.0,3006.0,2329.0,2366.0,2344.0,2279.0,2162.0,1999.0,2039.0,2115.0,2111.0,2248.0,1782.0,
    7. FALSEDADES,2403.0,2119.0,1572.0,2710.0,2538.0,2362.0,2564.0,2314.0,2409.0,2604.0,2857.0,2903.0,3156.0,
    8. ADMÓN. PÚBLICA,126.0,94.0,14.0,40.0,57.0,64.0,55.0,33.0,55.0,53.0,23.0,40.0,56.0,
    9. ADMÓN. JUSTICIA,3909.0,3593.0,3105.0,3506.0,3528.0,3448.0,3384.0,3416.0,3607.0,3533.0,3541.0,3767.0,3772.0,
    10. ORDEN PÚBLICO,3885.0,3542.0,2788.0,2862.0,2617.0,2460.0,2280.0,3026.0,3967.0,4425.0,4605.0,5165.0,4687.0,
    11. LEGISLACIÓN ESPECIAL,13.0,9.0,9.0,10.0,11.0,8.0,13.0,60.0,93.0,141.0,151.0,84.0,89.0,
    TOTAL INFRACCIONES PENALES,113833.0,99537.0,85142.0,119249.0,116550.0,110310.0,110138.0,116165.0,126499.0,129164.0,130324.0,136445.0,132824.0,
COMUNITAT VALENCIANA,
    1. CONTRA LAS PERSONAS,24535.0,21181.0,18731.0,21232.0,20230.0,19302.0,18683.0,23174.0,28693.0,28197.0,28890.0,28157.0,28953.0,
    1.1.-Homicidios dolosos/asesinatos,170.0,141.0,123.0,139.0,119.0,107.0,117.0,88.0,91.0,70.0,107.0,113.0,100.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,38.0,32.0,36.0,38.0,26.0,42.0,25.0,43.0,26.0,28.0,47.0,38.0,42.0,
    1.2.-Lesiones,11103.0,9037.0,7534.0,9563.0,9378.0,9163.0,9071.0,8540.0,9115.0,9546.0,9663.0,9720.0,9639.0,
    1.4.-Otros contra las personas,408.0,345.0,247.0,315.0,308.0,212.0,128.0,5453.0,10726.0,10172.0,10748.0,9960.0,10242.0,
    2.2.-Otros contra la libertad,10548.0,10346.0,9236.0,9154.0,8968.0,8849.0,8211.0,5006.0,2294.0,2374.0,2361.0,2393.0,2410.0,
    3.3.-Corrupción de menores o incapacitados,59.0,50.0,28.0,48.0,33.0,62.0,43.0,74.0,48.0,48.0,43.0,34.0,24.0,
    3.4.-Pornografía de menores,65.0,49.0,42.0,81.0,70.0,52.0,60.0,76.0,61.0,34.0,45.0,46.0,82.0,
    3.5.-Otros contra la libertad sexual,196.0,176.0,163.0,178.0,165.0,153.0,199.0,177.0,173.0,183.0,190.0,179.0,186.0,
    5. PATRIMONIO,39897.0,33426.0,28810.0,35109.0,34486.0,34423.0,34554.0,34073.0,36887.0,40095.0,35523.0,33089.0,33786.0,
    5.1.-Hurtos,14614.0,11689.0,9128.0,12945.0,13342.0,13472.0,13637.0,13666.0,14029.0,15283.0,13730.0,12692.0,12049.0,
    5.2.-Robos con fuerza en las cosas,5284.0,4538.0,4675.0,5481.0,5580.0,6223.0,6562.0,6435.0,8400.0,9436.0,7427.0,7200.0,8520.0,
    5.3.-Robos con violencia o intimidación,2289.0,1796.0,1545.0,1836.0,1681.0,1888.0,1921.0,1790.0,2172.0,2802.0,2481.0,2561.0,2612.0,
    5.4.-Sustracción de vehículos,1055.0,897.0,847.0,954.0,990.0,1205.0,1241.0,1115.0,1153.0,1222.0,1191.0,1392.0,1509.0,
    5.5.-Estafas,8042.0,7012.0,5764.0,6393.0,5927.0,4997.0,4651.0,4405.0,4245.0,4127.0,3970.0,3385.0,3003.0,
    5.5.1.-Estafas informáticas,4268.0,3864.0,2925.0,2430.0,2086.0,1547.0,1412.0,1264.0,1101.0,864.0,712.0,524.0,565.0,
    5.6.-Daños,4399.0,3952.0,3415.0,3840.0,3532.0,3505.0,3442.0,3259.0,3496.0,3822.0,3715.0,3585.0,3794.0,
    5.8.-Blanqueo de capitales,58.0,73.0,74.0,50.0,53.0,46.0,41.0,21.0,21.0,51.0,20.0,7.0,11.0,
    5.9.-Otros contra el patrimonio,3972.0,3290.0,3232.0,3453.0,3116.0,2877.0,2834.0,3146.0,3147.0,3067.0,2701.0,2014.0,1812.0,
    6.1.-Tráfico de drogas,1940.0,1813.0,1793.0,1923.0,1700.0,1511.0,1588.0,1440.0,1587.0,1825.0,1432.0,1340.0,1375.0,
    7. FALSEDADES,2338.0,2016.0,1719.0,2137.0,2241.0,1855.0,1731.0,1364.0,1503.0,1365.0,1341.0,1425.0,1490.0,
    8. ADMÓN. PÚBLICA,35.0,76.0,35.0,43.0,101.0,56.0,37.0,89.0,29.0,26.0,48.0,32.0,52.0,
    9. ADMÓN. JUSTICIA,5617.0,5010.0,4832.0,4728.0,4415.0,4264.0,4065.0,4141.0,4032.0,4143.0,4123.0,4210.0,4173.0,
    10. ORDEN PÚBLICO,3681.0,3497.0,4123.0,2666.0,2553.0,2485.0,2400.0,2984.0,4041.0,4257.0,4361.0,4441.0,4237.0,
    11. LEGISLACIÓN ESPECIAL,23.0,25.0,18.0,8.0,13.0,5.0,6.0,15.0,3.0,6.0,3.0,6.0,14.0,
    TOTAL INFRACCIONES PENALES,101666.0,88513.0,78476.0,87584.0,85262.0,82546.0,81327.0,82239.0,89638.0,93331.0,89137.0,86038.0,86682.0,
EXTREMADURA,
    1. CONTRA LAS PERSONAS,3070.0,2877.0,2555.0,2929.0,2845.0,2953.0,2909.0,3891.0,4912.0,4756.0,4607.0,4794.0,5279.0,
    1.1.-Homicidios dolosos/asesinatos,10.0,24.0,21.0,12.0,17.0,23.0,17.0,7.0,14.0,17.0,19.0,21.0,14.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,3.0,3.0,9.0,5.0,4.0,8.0,7.0,1.0,6.0,7.0,11.0,7.0,2.0,
    1.2.-Lesiones,1738.0,1644.0,1399.0,1691.0,1696.0,1860.0,1842.0,1700.0,1749.0,1739.0,1780.0,1825.0,2104.0,
    1.4.-Otros contra las personas,50.0,61.0,51.0,63.0,72.0,31.0,30.0,1166.0,2165.0,2019.0,1851.0,2008.0,2242.0,
    2.2.-Otros contra la libertad,1910.0,1820.0,1730.0,1747.0,1619.0,1697.0,1527.0,857.0,331.0,310.0,309.0,352.0,311.0,
    3.3.-Corrupción de menores o incapacitados,5.0,7.0,4.0,8.0,3.0,2.0,11.0,7.0,9.0,3.0,4.0,3.0,10.0,
    3.4.-Pornografía de menores,5.0,9.0,2.0,7.0,8.0,9.0,7.0,11.0,7.0,6.0,3.0,9.0,13.0,
    3.5.-Otros contra la libertad sexual,19.0,23.0,23.0,20.0,18.0,21.0,19.0,21.0,29.0,14.0,13.0,26.0,15.0,
    5. PATRIMONIO,5334.0,4759.0,3864.0,4191.0,3995.0,3899.0,4089.0,4374.0,4691.0,5033.0,4240.0,4135.0,4629.0,
    5.1.-Hurtos,1806.0,1279.0,1110.0,1538.0,1512.0,1495.0,1633.0,1821.0,2086.0,2212.0,1621.0,1595.0,1688.0,
    5.2.-Robos con fuerza en las cosas,615.0,679.0,655.0,613.0,638.0,626.0,721.0,778.0,902.0,1065.0,982.0,991.0,1287.0,
    5.3.-Robos con violencia o intimidación,179.0,138.0,137.0,177.0,139.0,150.0,150.0,158.0,143.0,204.0,182.0,164.0,192.0,
    5.4.-Sustracción de vehículos,61.0,57.0,61.0,60.0,65.0,87.0,101.0,91.0,93.0,131.0,109.0,128.0,157.0,
    5.5.-Estafas,1664.0,1621.0,979.0,776.0,684.0,681.0,666.0,616.0,557.0,547.0,538.0,471.0,453.0,
    5.5.1.-Estafas informáticas,1268.0,1259.0,613.0,345.0,281.0,287.0,268.0,239.0,187.0,175.0,193.0,131.0,131.0,
    5.6.-Daños,590.0,565.0,527.0,562.0,486.0,486.0,465.0,543.0,481.0,473.0,497.0,546.0,622.0,
    5.8.-Blanqueo de capitales,4.0,6.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,
    5.9.-Otros contra el patrimonio,404.0,404.0,371.0,423.0,411.0,353.0,314.0,333.0,392.0,350.0,277.0,198.0,176.0,
    6.1.-Tráfico de drogas,261.0,318.0,293.0,315.0,232.0,198.0,193.0,192.0,257.0,294.0,280.0,297.0,250.0,
    7. FALSEDADES,226.0,213.0,199.0,184.0,208.0,189.0,170.0,158.0,128.0,153.0,148.0,157.0,146.0,
    8. ADMÓN. PÚBLICA,3.0,12.0,1.0,6.0,7.0,4.0,8.0,1.0,2.0,3.0,4.0,5.0,1.0,
    9. ADMÓN. JUSTICIA,793.0,708.0,660.0,686.0,612.0,611.0,594.0,533.0,528.0,610.0,508.0,542.0,525.0,
    10. ORDEN PÚBLICO,323.0,323.0,467.0,280.0,239.0,272.0,282.0,335.0,434.0,451.0,555.0,620.0,562.0,
    11. LEGISLACIÓN ESPECIAL,9.0,8.0,7.0,4.0,16.0,16.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,
    TOTAL INFRACCIONES PENALES,13823.0,12790.0,11289.0,12076.0,11413.0,11345.0,11220.0,11815.0,12877.0,13364.0,12541.0,12882.0,13566.0,
GALICIA,
    1. CONTRA LAS PERSONAS,8449.0,7268.0,6807.0,7376.0,7330.0,7236.0,7165.0,10241.0,12585.0,12866.0,13269.0,13361.0,13248.0,
    1.1.-Homicidios dolosos/asesinatos,52.0,47.0,44.0,41.0,32.0,40.0,30.0,55.0,55.0,46.0,40.0,51.0,49.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,8.0,14.0,11.0,15.0,7.0,13.0,11.0,17.0,18.0,11.0,14.0,14.0,16.0,
    1.2.-Lesiones,4724.0,4057.0,3599.0,4156.0,4188.0,4274.0,4347.0,4474.0,4519.0,4814.0,5070.0,5260.0,5218.0,
    1.4.-Otros contra las personas,187.0,180.0,136.0,154.0,165.0,130.0,98.0,3087.0,5472.0,5374.0,5732.0,5537.0,5510.0,
    2.2.-Otros contra la libertad,4933.0,4864.0,4365.0,4048.0,4200.0,4368.0,4210.0,2519.0,961.0,909.0,965.0,906.0,810.0,
    3.3.-Corrupción de menores o incapacitados,12.0,6.0,6.0,6.0,4.0,13.0,13.0,9.0,21.0,15.0,11.0,5.0,7.0,
    3.4.-Pornografía de menores,24.0,36.0,28.0,32.0,29.0,20.0,26.0,32.0,11.0,14.0,12.0,14.0,18.0,
    3.5.-Otros contra la libertad sexual,64.0,74.0,63.0,63.0,47.0,52.0,49.0,39.0,28.0,33.0,30.0,51.0,47.0,
    5. PATRIMONIO,13991.0,12337.0,11032.0,12643.0,12487.0,12149.0,12049.0,12420.0,13375.0,13982.0,12808.0,12357.0,13545.0,
    5.1.-Hurtos,5222.0,4342.0,3527.0,4927.0,4700.0,4769.0,4644.0,4972.0,5170.0,5385.0,4868.0,4549.0,4817.0,
    5.2.-Robos con fuerza en las cosas,1744.0,1486.0,1690.0,2050.0,2177.0,2114.0,2265.0,2059.0,2778.0,2831.0,2153.0,2140.0,2456.0,
    5.3.-Robos con violencia o intimidación,490.0,508.0,490.0,501.0,527.0,525.0,534.0,517.0,527.0,658.0,640.0,586.0,706.0,
    5.4.-Sustracción de vehículos,292.0,208.0,247.0,285.0,280.0,308.0,380.0,309.0,407.0,432.0,470.0,467.0,660.0,
    5.5.-Estafas,3308.0,3061.0,2698.0,2291.0,2050.0,1884.0,1712.0,1777.0,1642.0,1602.0,1549.0,1354.0,1448.0,
    5.5.1.-Estafas informáticas,1930.0,1887.0,1595.0,1053.0,877.0,763.0,646.0,622.0,481.0,497.0,433.0,350.0,384.0,
    5.6.-Daños,1974.0,1877.0,1459.0,1707.0,1831.0,1752.0,1787.0,1961.0,2023.0,2236.0,2381.0,2563.0,2774.0,
    5.8.-Blanqueo de capitales,14.0,4.0,16.0,7.0,11.0,11.0,10.0,6.0,1.0,2.0,6.0,0.0,3.0,
    5.9.-Otros contra el patrimonio,914.0,829.0,883.0,799.0,797.0,735.0,671.0,746.0,761.0,728.0,645.0,600.0,536.0,
    6.1.-Tráfico de drogas,489.0,448.0,532.0,505.0,420.0,362.0,339.0,343.0,350.0,399.0,417.0,443.0,449.0,
    7. FALSEDADES,475.0,809.0,452.0,422.0,405.0,408.0,345.0,319.0,343.0,381.0,350.0,309.0,321.0,
    8. ADMÓN. PÚBLICA,18.0,10.0,11.0,16.0,14.0,18.0,9.0,19.0,41.0,19.0,7.0,19.0,14.0,
    9. ADMÓN. JUSTICIA,1589.0,1463.0,1418.0,1432.0,1289.0,1221.0,1060.0,1009.0,1029.0,1033.0,1024.0,1099.0,1134.0,
    10. ORDEN PÚBLICO,946.0,892.0,1078.0,704.0,773.0,704.0,731.0,897.0,1134.0,1297.0,1416.0,1463.0,1489.0,
    11. LEGISLACIÓN ESPECIAL,7.0,2.0,5.0,3.0,1.0,2.0,3.0,8.0,3.0,6.0,2.0,9.0,5.0,
    TOTAL INFRACCIONES PENALES,37249.0,33671.0,30916.0,33220.0,32797.0,31988.0,31281.0,33313.0,35463.0,36860.0,37075.0,37588.0,37197.0,
MADRID (COMUNIDAD DE),
    1. CONTRA LAS PERSONAS,29207.0,26001.0,23204.0,25043.0,23392.0,23043.0,21630.0,24498.0,27325.0,27035.0,28350.0,28670.0,29165.0,
    1.1.-Homicidios dolosos/asesinatos,180.0,129.0,136.0,97.0,108.0,116.0,104.0,83.0,97.0,88.0,90.0,92.0,90.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,52.0,36.0,37.0,24.0,34.0,34.0,24.0,27.0,33.0,34.0,38.0,46.0,45.0,
    1.2.-Lesiones,9766.0,8871.0,7986.0,9687.0,9326.0,9434.0,9316.0,8981.0,8692.0,9002.0,9156.0,9702.0,9920.0,
    1.4.-Otros contra las personas,500.0,441.0,347.0,412.0,311.0,256.0,247.0,4362.0,7559.0,7602.0,8540.0,8536.0,8921.0,
    2.2.-Otros contra la libertad,11271.0,11122.0,10139.0,9605.0,9111.0,8730.0,8380.0,4939.0,2091.0,2116.0,2084.0,2148.0,2126.0,
    3.3.-Corrupción de menores o incapacitados,33.0,31.0,33.0,50.0,32.0,50.0,42.0,45.0,28.0,28.0,23.0,11.0,22.0,
    3.4.-Pornografía de menores,73.0,76.0,57.0,79.0,91.0,67.0,43.0,63.0,49.0,41.0,51.0,51.0,33.0,
    3.5.-Otros contra la libertad sexual,242.0,218.0,180.0,198.0,189.0,183.0,164.0,141.0,144.0,159.0,113.0,141.0,137.0,
    5. PATRIMONIO,49712.0,43272.0,38932.0,47093.0,44330.0,42796.0,42585.0,41406.0,47581.0,49409.0,47186.0,44468.0,44370.0,
    5.1.-Hurtos,23288.0,19862.0,17530.0,23999.0,23169.0,23153.0,22451.0,21567.0,24198.0,25364.0,23596.0,21646.0,21442.0,
    5.2.-Robos con fuerza en las cosas,4379.0,3631.0,3815.0,4016.0,3626.0,4032.0,4840.0,4508.0,6535.0,7105.0,6910.0,7142.0,7014.0,
    5.3.-Robos con violencia o intimidación,3918.0,3554.0,3305.0,3360.0,2802.0,2899.0,2827.0,2545.0,3069.0,3697.0,3952.0,3581.0,3827.0,
    5.4.-Sustracción de vehículos,1611.0,1364.0,1426.0,1500.0,1526.0,1540.0,1495.0,1479.0,1579.0,1895.0,1878.0,2147.0,1892.0,
    5.5.-Estafas,9236.0,7779.0,6466.0,7348.0,6758.0,5153.0,5129.0,5142.0,5305.0,4773.0,4907.0,4570.0,4556.0,
    5.5.1.-Estafas informáticas,4987.0,3952.0,2992.0,2432.0,1714.0,1201.0,1201.0,1052.0,1033.0,785.0,684.0,545.0,569.0,
    5.6.-Daños,3450.0,3450.0,3002.0,3106.0,2913.0,2847.0,2723.0,2708.0,2758.0,2809.0,3014.0,3081.0,3171.0,
    5.8.-Blanqueo de capitales,63.0,36.0,35.0,32.0,30.0,36.0,36.0,66.0,37.0,34.0,46.0,25.0,36.0,
    5.9.-Otros contra el patrimonio,3613.0,3526.0,3297.0,3551.0,3286.0,2918.0,2848.0,3137.0,3645.0,3066.0,2366.0,1858.0,1653.0,
