Comunidades y Ciudades Autónomas;Sexo;Grupos de edad;Periodo;Total
05 Canarias;Mujeres;De 10 a 14 años;2019;168,07
05 Canarias;Mujeres;De 15 a 19 años;2019;223
05 Canarias;Mujeres;De 20 a 24 años;2019;304,62
05 Canarias;Mujeres;De 25 a 29 años;2019;186,81
05 Canarias;Mujeres;De 30 a 34 años;2019;134,34
05 Canarias;Mujeres;De 35 a 39 años;2019;112,45
05 Canarias;Mujeres;De 40 a 44 años;2019;103,99
05 Canarias;Mujeres;De 45 a 49 años;2019;105,15
05 Canarias;Mujeres;De 50 a 54 años;2019;114,71
05 Canarias;Mujeres;De 55 a 59 años;2019;115,8
05 Canarias;Mujeres;De 60 a 64 años;2019;111,44
05 Canarias;Mujeres;De 65 a 69 años;2019;101,03
05 Canarias;Mujeres;De 70 a 74 años;2019;75,24
05 Canarias;Mujeres;75 y más años;2019;64,77
06 Cantabria;Hombres;De 10 a 14 años;2019;157,69
06 Cantabria;Hombres;De 15 a 19 años;2019;301,59
06 Cantabria;Hombres;De 20 a 24 años;2019;256,49
06 Cantabria;Hombres;De 25 a 29 años;2019;206,92
06 Cantabria;Hombres;De 30 a 34 años;2019;157,53
06 Cantabria;Hombres;De 35 a 39 años;2019;99,56
06 Cantabria;Hombres;De 40 a 44 años;2019;80,84
06 Cantabria;Hombres;De 45 a 49 años;2019;74,88
06 Cantabria;Hombres;De 50 a 54 años;2019;79,07
06 Cantabria;Hombres;De 55 a 59 años;2019;73,04
06 Cantabria;Hombres;De 60 a 64 años;2019;56,91
06 Cantabria;Hombres;De 65 a 69 años;2019;139,71
06 Cantabria;Hombres;De 70 a 74 años;2019;137,93
06 Cantabria;Hombres;75 y más años;2019;82,19
06 Cantabria;Mujeres;De 10 a 14 años;2019;155,99
06 Cantabria;Mujeres;De 15 a 19 años;2019;250
06 Cantabria;Mujeres;De 20 a 24 años;2019;230,2
06 Cantabria;Mujeres;De 25 a 29 años;2019;207,82
06 Cantabria;Mujeres;De 30 a 34 años;2019;140,37
06 Cantabria;Mujeres;De 35 a 39 años;2019;95,07
06 Cantabria;Mujeres;De 40 a 44 años;2019;104,48
06 Cantabria;Mujeres;De 45 a 49 años;2019;102,43
06 Cantabria;Mujeres;De 50 a 54 años;2019;103,27
06 Cantabria;Mujeres;De 55 a 59 años;2019;114,15
06 Cantabria;Mujeres;De 60 a 64 años;2019;102,21
06 Cantabria;Mujeres;De 65 a 69 años;2019;134,86
06 Cantabria;Mujeres;De 70 a 74 años;2019;112,15
06 Cantabria;Mujeres;75 y más años;2019;78,62
07 Castilla y León;Hombres;De 10 a 14 años;2019;145,11
07 Castilla y León;Hombres;De 15 a 19 años;2019;205,75
07 Castilla y León;Hombres;De 20 a 24 años;2019;219,86
07 Castilla y León;Hombres;De 25 a 29 años;2019;206,84
07 Castilla y León;Hombres;De 30 a 34 años;2019;150,93
07 Castilla y León;Hombres;De 35 a 39 años;2019;105,06
07 Castilla y León;Hombres;De 40 a 44 años;2019;73,67
07 Castilla y León;Hombres;De 45 a 49 años;2019;76,41
07 Castilla y León;Hombres;De 50 a 54 años;2019;68,11
07 Castilla y León;Hombres;De 55 a 59 años;2019;57,08
07 Castilla y León;Hombres;De 60 a 64 años;2019;52,34
07 Castilla y León;Hombres;De 65 a 69 años;2019;59,98
07 Castilla y León;Hombres;De 70 a 74 años;2019;105,07
07 Castilla y León;Hombres;75 y más años;2019;102,56
07 Castilla y León;Mujeres;De 10 a 14 años;2019;145,91
07 Castilla y León;Mujeres;De 15 a 19 años;2019;194,08
07 Castilla y León;Mujeres;De 20 a 24 años;2019;246,98
07 Castilla y León;Mujeres;De 25 a 29 años;2019;187,48
07 Castilla y León;Mujeres;De 30 a 34 años;2019;128,95
07 Castilla y León;Mujeres;De 35 a 39 años;2019;106,49
07 Castilla y León;Mujeres;De 40 a 44 años;2019;91,62
07 Castilla y León;Mujeres;De 45 a 49 años;2019;92,68
07 Castilla y León;Mujeres;De 50 a 54 años;2019;92,45
07 Castilla y León;Mujeres;De 55 a 59 años;2019;92,13
07 Castilla y León;Mujeres;De 60 a 64 años;2019;84,44
07 Castilla y León;Mujeres;De 65 a 69 años;2019;102,78
07 Castilla y León;Mujeres;De 70 a 74 años;2019;108,15
07 Castilla y León;Mujeres;75 y más años;2019;116,93
08 Castilla - La Mancha;Hombres;De 10 a 14 años;2019;123,86
08 Castilla - La Mancha;Hombres;De 15 a 19 años;2019;199,56
08 Castilla - La Mancha;Hombres;De 20 a 24 años;2019;220,04
08 Castilla - La Mancha;Hombres;De 25 a 29 años;2019;215,34
08 Castilla - La Mancha;Hombres;De 30 a 34 años;2019;133,97
08 Castilla - La Mancha;Hombres;De 35 a 39 años;2019;88,29
08 Castilla - La Mancha;Hombres;De 40 a 44 años;2019;64,8
08 Castilla - La Mancha;Hombres;De 45 a 49 años;2019;55,87
08 Castilla - La Mancha;Hombres;De 50 a 54 años;2019;49,54
08 Castilla - La Mancha;Hombres;De 55 a 59 años;2019;63,85
08 Castilla - La Mancha;Hombres;De 60 a 64 años;2019;67,49
08 Castilla - La Mancha;Hombres;De 65 a 69 años;2019;84,87
08 Castilla - La Mancha;Hombres;De 70 a 74 años;2019;99,44
08 Castilla - La Mancha;Hombres;75 y más años;2019;136,02
08 Castilla - La Mancha;Mujeres;De 10 a 14 años;2019;110,33
08 Castilla - La Mancha;Mujeres;De 15 a 19 años;2019;172,82
08 Castilla - La Mancha;Mujeres;De 20 a 24 años;2019;208,8
08 Castilla - La Mancha;Mujeres;De 25 a 29 años;2019;175,98
08 Castilla - La Mancha;Mujeres;De 30 a 34 años;2019;112,38
08 Castilla - La Mancha;Mujeres;De 35 a 39 años;2019;89,94
08 Castilla - La Mancha;Mujeres;De 40 a 44 años;2019;78,79
08 Castilla - La Mancha;Mujeres;De 45 a 49 años;2019;83,33
08 Castilla - La Mancha;Mujeres;De 50 a 54 años;2019;78,21
08 Castilla - La Mancha;Mujeres;De 55 a 59 años;2019;105,46
08 Castilla - La Mancha;Mujeres;De 60 a 64 años;2019;96,18
08 Castilla - La Mancha;Mujeres;De 65 a 69 años;2019;133,65
08 Castilla - La Mancha;Mujeres;De 70 a 74 años;2019;172,06
08 Castilla - La Mancha;Mujeres;75 y más años;2019;148,89
09 Cataluña;Hombres;De 10 a 14 años;2019;130,21
09 Cataluña;Hombres;De 15 a 19 años;2019;251,2
09 Cataluña;Hombres;De 20 a 24 años;2019;281,16
09 Cataluña;Hombres;De 25 a 29 años;2019;251,84
09 Cataluña;Hombres;De 30 a 34 años;2019;175,79
09 Cataluña;Hombres;De 35 a 39 años;2019;105,79
09 Cataluña;Hombres;De 40 a 44 años;2019;73,76
09 Cataluña;Hombres;De 45 a 49 años;2019;64,21
09 Cataluña;Hombres;De 50 a 54 años;2019;58,66
09 Cataluña;Hombres;De 55 a 59 años;2019;64,35
09 Cataluña;Hombres;De 60 a 64 años;2019;75,27
09 Cataluña;Hombres;De 65 a 69 años;2019;101,43
09 Cataluña;Hombres;De 70 a 74 años;2019;97,77
09 Cataluña;Hombres;75 y más años;2019;84,09
09 Cataluña;Mujeres;De 10 a 14 años;2019;126,65
09 Cataluña;Mujeres;De 15 a 19 años;2019;199,95
09 Cataluña;Mujeres;De 20 a 24 años;2019;270,32
09 Cataluña;Mujeres;De 25 a 29 años;2019;218,74
09 Cataluña;Mujeres;De 30 a 34 años;2019;136,85
09 Cataluña;Mujeres;De 35 a 39 años;2019;97,58
09 Cataluña;Mujeres;De 40 a 44 años;2019;83,32
09 Cataluña;Mujeres;De 45 a 49 años;2019;78,46
09 Cataluña;Mujeres;De 50 a 54 años;2019;81,93
09 Cataluña;Mujeres;De 55 a 59 años;2019;94,91
09 Cataluña;Mujeres;De 60 a 64 años;2019;114,8
09 Cataluña;Mujeres;De 65 a 69 años;2019;135,35
09 Cataluña;Mujeres;De 70 a 74 años;2019;124,85
09 Cataluña;Mujeres;75 y más años;2019;98
10 Comunitat Valenciana;Hombres;De 10 a 14 años;2019;144,66
10 Comunitat Valenciana;Hombres;De 15 a 19 años;2019;200,52
10 Comunitat Valenciana;Hombres;De 20 a 24 años;2019;219,64
10 Comunitat Valenciana;Hombres;De 25 a 29 años;2019;220,97
10 Comunitat Valenciana;Hombres;De 30 a 34 años;2019;166,46
10 Comunitat Valenciana;Hombres;De 35 a 39 años;2019;111,64
10 Comunitat Valenciana;Hombres;De 40 a 44 años;2019;85,11
10 Comunitat Valenciana;Hombres;De 45 a 49 años;2019;83,8
10 Comunitat Valenciana;Hombres;De 50 a 54 años;2019;90,15
10 Comunitat Valenciana;Hombres;De 55 a 59 años;2019;102,86
10 Comunitat Valenciana;Hombres;De 60 a 64 años;2019;122,41
10 Comunitat Valenciana;Hombres;De 65 a 69 años;2019;123,62
10 Comunitat Valenciana;Hombres;De 70 a 74 años;2019;73,35
10 Comunitat Valenciana;Hombres;75 y más años;2019;36,71
10 Comunitat Valenciana;Mujeres;De 10 a 14 años;2019;134,61
10 Comunitat Valenciana;Mujeres;De 15 a 19 años;2019;180,54
10 Comunitat Valenciana;Mujeres;De 20 a 24 años;2019;215,42
10 Comunitat Valenciana;Mujeres;De 25 a 29 años;2019;192,16
10 Comunitat Valenciana;Mujeres;De 30 a 34 años;2019;138,97
10 Comunitat Valenciana;Mujeres;De 35 a 39 años;2019;108,69
10 Comunitat Valenciana;Mujeres;De 40 a 44 años;2019;96,79
10 Comunitat Valenciana;Mujeres;De 45 a 49 años;2019;100,78
10 Comunitat Valenciana;Mujeres;De 50 a 54 años;2019;105,84
10 Comunitat Valenciana;Mujeres;De 55 a 59 años;2019;124,44
10 Comunitat Valenciana;Mujeres;De 60 a 64 años;2019;124,78
10 Comunitat Valenciana;Mujeres;De 65 a 69 años;2019;104,36
10 Comunitat Valenciana;Mujeres;De 70 a 74 años;2019;65,46
10 Comunitat Valenciana;Mujeres;75 y más años;2019;45,25
11 Extremadura;Hombres;De 10 a 14 años;2019;134,86
11 Extremadura;Hombres;De 15 a 19 años;2019;210,25
11 Extremadura;Hombres;De 20 a 24 años;2019;236,36
11 Extremadura;Hombres;De 25 a 29 años;2019;199,7
11 Extremadura;Hombres;De 30 a 34 años;2019;153,1
11 Extremadura;Hombres;De 35 a 39 años;2019;97,83
11 Extremadura;Hombres;De 40 a 44 años;2019;78,64
11 Extremadura;Hombres;De 45 a 49 años;2019;70,96
11 Extremadura;Hombres;De 50 a 54 años;2019;70,91
11 Extremadura;Hombres;De 55 a 59 años;2019;53,5
11 Extremadura;Hombres;De 60 a 64 años;2019;63,19
11 Extremadura;Hombres;De 65 a 69 años;2019;59,55
11 Extremadura;Hombres;De 70 a 74 años;2019;72,82
11 Extremadura;Hombres;75 y más años;2019;61,78
11 Extremadura;Mujeres;De 10 a 14 años;2019;113,03
11 Extremadura;Mujeres;De 15 a 19 años;2019;186,1
11 Extremadura;Mujeres;De 20 a 24 años;2019;243,58
11 Extremadura;Mujeres;De 25 a 29 años;2019;203,37
11 Extremadura;Mujeres;De 30 a 34 años;2019;123,72
11 Extremadura;Mujeres;De 35 a 39 años;2019;113,88
11 Extremadura;Mujeres;De 40 a 44 años;2019;105,12
11 Extremadura;Mujeres;De 45 a 49 años;2019;87,54
11 Extremadura;Mujeres;De 50 a 54 años;2019;70,5
11 Extremadura;Mujeres;De 55 a 59 años;2019;99,48
11 Extremadura;Mujeres;De 60 a 64 años;2019;86,56
11 Extremadura;Mujeres;De 65 a 69 años;2019;95,37
11 Extremadura;Mujeres;De 70 a 74 años;2019;75,89
11 Extremadura;Mujeres;75 y más años;2019;111,94
12 Galicia;Hombres;De 10 a 14 años;2019;251,24
12 Galicia;Hombres;De 15 a 19 años;2019;257,07
12 Galicia;Hombres;De 20 a 24 años;2019;265,08
12 Galicia;Hombres;De 25 a 29 años;2019;276,91
12 Galicia;Hombres;De 30 a 34 años;2019;191,74
12 Galicia;Hombres;De 35 a 39 años;2019;141,6
12 Galicia;Hombres;De 40 a 44 años;2019;116,62
12 Galicia;Hombres;De 45 a 49 años;2019;113,26
12 Galicia;Hombres;De 50 a 54 años;2019;94,71
12 Galicia;Hombres;De 55 a 59 años;2019;103,28
12 Galicia;Hombres;De 60 a 64 años;2019;87,25
12 Galicia;Hombres;De 65 a 69 años;2019;97,29
12 Galicia;Hombres;De 70 a 74 años;2019;97,77
12 Galicia;Hombres;75 y más años;2019;75,32
12 Galicia;Mujeres;De 10 a 14 años;2019;231,37
12 Galicia;Mujeres;De 15 a 19 años;2019;259,32
12 Galicia;Mujeres;De 20 a 24 años;2019;299,19
12 Galicia;Mujeres;De 25 a 29 años;2019;248,15
12 Galicia;Mujeres;De 30 a 34 años;2019;183,04
12 Galicia;Mujeres;De 35 a 39 años;2019;139,57
12 Galicia;Mujeres;De 40 a 44 años;2019;131,66
12 Galicia;Mujeres;De 45 a 49 años;2019;139,51
12 Galicia;Mujeres;De 50 a 54 años;2019;156,77
12 Galicia;Mujeres;De 55 a 59 años;2019;144,05
12 Galicia;Mujeres;De 60 a 64 años;2019;135,76
12 Galicia;Mujeres;De 65 a 69 años;2019;147,32
12 Galicia;Mujeres;De 70 a 74 años;2019;133,41
12 Galicia;Mujeres;75 y más años;2019;128,18
13 Madrid, Comunidad de;Hombres;De 10 a 14 años;2019;156,2
13 Madrid, Comunidad de;Hombres;De 15 a 19 años;2019;258,06
13 Madrid, Comunidad de;Hombres;De 20 a 24 años;2019;298,23
13 Madrid, Comunidad de;Hombres;De 25 a 29 años;2019;277,83
13 Madrid, Comunidad de;Hombres;De 30 a 34 años;2019;185,75
13 Madrid, Comunidad de;Hombres;De 35 a 39 años;2019;116,59
13 Madrid, Comunidad de;Hombres;De 40 a 44 años;2019;86,9
13 Madrid, Comunidad de;Hombres;De 45 a 49 años;2019;75,63
13 Madrid, Comunidad de;Hombres;De 50 a 54 años;2019;75,41
13 Madrid, Comunidad de;Hombres;De 55 a 59 años;2019;78,55
13 Madrid, Comunidad de;Hombres;De 60 a 64 años;2019;80,92
13 Madrid, Comunidad de;Hombres;De 65 a 69 años;2019;103,47
13 Madrid, Comunidad de;Hombres;De 70 a 74 años;2019;128,94
13 Madrid, Comunidad de;Hombres;75 y más años;2019;125
13 Madrid, Comunidad de;Mujeres;De 10 a 14 años;2019;156,35
13 Madrid, Comunidad de;Mujeres;De 15 a 19 años;2019;265,2
13 Madrid, Comunidad de;Mujeres;De 20 a 24 años;2019;325,96
13 Madrid, Comunidad de;Mujeres;De 25 a 29 años;2019;250,3
13 Madrid, Comunidad de;Mujeres;De 30 a 34 años;2019;152,99
13 Madrid, Comunidad de;Mujeres;De 35 a 39 años;2019;114,18
13 Madrid, Comunidad de;Mujeres;De 40 a 44 años;2019;100,85
13 Madrid, Comunidad de;Mujeres;De 45 a 49 años;2019;98,53
13 Madrid, Comunidad de;Mujeres;De 50 a 54 años;2019;96,9
13 Madrid, Comunidad de;Mujeres;De 55 a 59 años;2019;103,75
13 Madrid, Comunidad de;Mujeres;De 60 a 64 años;2019;107,83
13 Madrid, Comunidad de;Mujeres;De 65 a 69 años;2019;140,53
13 Madrid, Comunidad de;Mujeres;De 70 a 74 años;2019;146,94
13 Madrid, Comunidad de;Mujeres;75 y más años;2019;121,79
14 Murcia, Región de;Hombres;De 10 a 14 años;2019;90,31
14 Murcia, Región de;Hombres;De 15 a 19 años;2019;209,05
14 Murcia, Región de;Hombres;De 20 a 24 años;2019;248,71
14 Murcia, Región de;Hombres;De 25 a 29 años;2019;245,99
14 Murcia, Región de;Hombres;De 30 a 34 años;2019;160,46
14 Murcia, Región de;Hombres;De 35 a 39 años;2019;80,28
14 Murcia, Región de;Hombres;De 40 a 44 años;2019;50,12
14 Murcia, Región de;Hombres;De 45 a 49 años;2019;47,21
14 Murcia, Región de;Hombres;De 50 a 54 años;2019;49,48
14 Murcia, Región de;Hombres;De 55 a 59 años;2019;70,79
14 Murcia, Región de;Hombres;De 60 a 64 años;2019;87,78
14 Murcia, Región de;Hombres;De 65 a 69 años;2019;109,63
14 Murcia, Región de;Hombres;De 70 a 74 años;2019;81,25
14 Murcia, Región de;Hombres;75 y más años;2019;47,9
14 Murcia, Región de;Mujeres;De 10 a 14 años;2019;80,42
14 Murcia, Región de;Mujeres;De 15 a 19 años;2019;147,38
14 Murcia, Región de;Mujeres;De 20 a 24 años;2019;188,34
14 Murcia, Región de;Mujeres;De 25 a 29 años;2019;163,44
14 Murcia, Región de;Mujeres;De 30 a 34 años;2019;113,31
14 Murcia, Región de;Mujeres;De 35 a 39 años;2019;86,66
14 Murcia, Región de;Mujeres;De 40 a 44 años;2019;76,15
14 Murcia, Región de;Mujeres;De 45 a 49 años;2019;71,19
14 Murcia, Región de;Mujeres;De 50 a 54 años;2019;79,45
14 Murcia, Región de;Mujeres;De 55 a 59 años;2019;105,58
14 Murcia, Región de;Mujeres;De 60 a 64 años;2019;133,07
14 Murcia, Región de;Mujeres;De 65 a 69 años;2019;120,68
14 Murcia, Región de;Mujeres;De 70 a 74 años;2019;77,19
14 Murcia, Región de;Mujeres;75 y más años;2019;69,21
15 Navarra, Comunidad Foral de;Hombres;De 10 a 14 años;2019;153,22
15 Navarra, Comunidad Foral de;Hombres;De 15 a 19 años;2019;234,34
15 Navarra, Comunidad Foral de;Hombres;De 20 a 24 años;2019;231,71
15 Navarra, Comunidad Foral de;Hombres;De 25 a 29 años;2019;203,25
15 Navarra, Comunidad Foral de;Hombres;De 30 a 34 años;2019;155,59
15 Navarra, Comunidad Foral de;Hombres;De 35 a 39 años;2019;104,46
15 Navarra, Comunidad Foral de;Hombres;De 40 a 44 años;2019;85,6
15 Navarra, Comunidad Foral de;Hombres;De 45 a 49 años;2019;73,14
15 Navarra, Comunidad Foral de;Hombres;De 50 a 54 años;2019;58,52
15 Navarra, Comunidad Foral de;Hombres;De 55 a 59 años;2019;63,11
15 Navarra, Comunidad Foral de;Hombres;De 60 a 64 años;2019;66,98
15 Navarra, Comunidad Foral de;Hombres;De 65 a 69 años;2019;88,11
15 Navarra, Comunidad Foral de;Hombres;De 70 a 74 años;2019;189,47
15 Navarra, Comunidad Foral de;Hombres;75 y más años;2019;155,17
15 Navarra, Comunidad Foral de;Mujeres;De 10 a 14 años;2019;134,98
15 Navarra, Comunidad Foral de;Mujeres;De 15 a 19 años;2019;213,24
15 Navarra, Comunidad Foral de;Mujeres;De 20 a 24 años;2019;212,39
15 Navarra, Comunidad Foral de;Mujeres;De 25 a 29 años;2019;193,48
15 Navarra, Comunidad Foral de;Mujeres;De 30 a 34 años;2019;122,73
15 Navarra, Comunidad Foral de;Mujeres;De 35 a 39 años;2019;102,88
15 Navarra, Comunidad Foral de;Mujeres;De 40 a 44 años;2019;90,19
15 Navarra, Comunidad Foral de;Mujeres;De 45 a 49 años;2019;95,79
15 Navarra, Comunidad Foral de;Mujeres;De 50 a 54 años;2019;104,49
15 Navarra, Comunidad Foral de;Mujeres;De 55 a 59 años;2019;109,77
15 Navarra, Comunidad Foral de;Mujeres;De 60 a 64 años;2019;136,36
15 Navarra, Comunidad Foral de;Mujeres;De 65 a 69 años;2019;156,02
15 Navarra, Comunidad Foral de;Mujeres;De 70 a 74 años;2019;201,81
15 Navarra, Comunidad Foral de;Mujeres;75 y más años;2019;151,35
16 País Vasco;Hombres;De 10 a 14 años;2019;161,73
16 País Vasco;Hombres;De 15 a 19 años;2019;268,55
16 País Vasco;Hombres;De 20 a 24 años;2019;265,66
16 País Vasco;Hombres;De 25 a 29 años;2019;234,07
16 País Vasco;Hombres;De 30 a 34 años;2019;161,71
16 País Vasco;Hombres;De 35 a 39 años;2019;101,69
16 País Vasco;Hombres;De 40 a 44 años;2019;74,83
16 País Vasco;Hombres;De 45 a 49 años;2019;72,95
16 País Vasco;Hombres;De 50 a 54 años;2019;68,48
16 País Vasco;Hombres;De 55 a 59 años;2019;71,23
16 País Vasco;Hombres;De 60 a 64 años;2019;68,77
16 País Vasco;Hombres;De 65 a 69 años;2019;129,23
16 País Vasco;Hombres;De 70 a 74 años;2019;127,02
16 País Vasco;Hombres;75 y más años;2019;89,29
16 País Vasco;Mujeres;De 10 a 14 años;2019;182,35
16 País Vasco;Mujeres;De 15 a 19 años;2019;259,45
16 País Vasco;Mujeres;De 20 a 24 años;2019;287,52
16 País Vasco;Mujeres;De 25 a 29 años;2019;214,38
16 País Vasco;Mujeres;De 30 a 34 años;2019;144,18
16 País Vasco;Mujeres;De 35 a 39 años;2019;112,77
16 País Vasco;Mujeres;De 40 a 44 años;2019;101,66
16 País Vasco;Mujeres;De 45 a 49 años;2019;105,45
16 País Vasco;Mujeres;De 50 a 54 años;2019;107,64
16 País Vasco;Mujeres;De 55 a 59 años;2019;112,47
16 País Vasco;Mujeres;De 60 a 64 años;2019;121,24
16 País Vasco;Mujeres;De 65 a 69 años;2019;159,55
16 País Vasco;Mujeres;De 70 a 74 años;2019;149,3
16 País Vasco;Mujeres;75 y más años;2019;115,75
17 Rioja, La;Hombres;De 10 a 14 años;2019;107,18
17 Rioja, La;Hombres;De 15 a 19 años;2019;155,04
17 Rioja, La;Hombres;De 20 a 24 años;2019;151,68
17 Rioja, La;Hombres;De 25 a 29 años;2019;157,07
17 Rioja, La;Hombres;De 30 a 34 años;2019;113,64
17 Rioja, La;Hombres;De 35 a 39 años;2019;71,63
17 Rioja, La;Hombres;De 40 a 44 años;2019;62,5
17 Rioja, La;Hombres;De 45 a 49 años;2019;52,25
17 Rioja, La;Hombres;De 50 a 54 años;2019;57,54
17 Rioja, La;Hombres;De 55 a 59 años;2019;31,78
17 Rioja, La;Hombres;De 60 a 64 años;2019;38
17 Rioja, La;Hombres;De 65 a 69 años;2019;92,66
17 Rioja, La;Hombres;De 70 a 74 años;2019;88,89
17 Rioja, La;Hombres;75 y más años;2019;51,02
17 Rioja, La;Mujeres;De 10 a 14 años;2019;100,57
17 Rioja, La;Mujeres;De 15 a 19 años;2019;138,36
17 Rioja, La;Mujeres;De 20 a 24 años;2019;171,85
17 Rioja, La;Mujeres;De 25 a 29 años;2019;132,1
17 Rioja, La;Mujeres;De 30 a 34 años;2019;98,46
17 Rioja, La;Mujeres;De 35 a 39 años;2019;78,59
17 Rioja, La;Mujeres;De 40 a 44 años;2019;69,51
17 Rioja, La;Mujeres;De 45 a 49 años;2019;59,39
17 Rioja, La;Mujeres;De 50 a 54 años;2019;57,55
17 Rioja, La;Mujeres;De 55 a 59 años;2019;71,6
17 Rioja, La;Mujeres;De 60 a 64 años;2019;70,85
17 Rioja, La;Mujeres;De 65 a 69 años;2019;99,1
17 Rioja, La;Mujeres;De 70 a 74 años;2019;92,49
17 Rioja, La;Mujeres;75 y más años;2019;105,77
18 Ceuta;Hombres;De 10 a 14 años;2019;60,61
18 Ceuta;Hombres;De 15 a 19 años;2019;580,65
18 Ceuta;Hombres;De 20 a 24 años;2019;276,92
18 Ceuta;Hombres;De 25 a 29 años;2019;129,03
18 Ceuta;Hombres;De 30 a 34 años;2019;106,72
18 Ceuta;Hombres;De 35 a 39 años;2019;37,65
18 Ceuta;Hombres;De 40 a 44 años;2019;32,99
18 Ceuta;Hombres;De 45 a 49 años;2019;12,2
18 Ceuta;Hombres;De 50 a 54 años;2019;20,16
18 Ceuta;Hombres;De 55 a 59 años;2019;17,54
18 Ceuta;Hombres;De 60 a 64 años;2019;9,52
18 Ceuta;Hombres;De 65 a 69 años;2019;16,13
18 Ceuta;Hombres;De 70 a 74 años;2019;22,73
18 Ceuta;Hombres;75 y más años;2019;29,85
18 Ceuta;Mujeres;De 10 a 14 años;2019;78,65
18 Ceuta;Mujeres;De 15 a 19 años;2019;106,06
18 Ceuta;Mujeres;De 20 a 24 años;2019;176,47
18 Ceuta;Mujeres;De 25 a 29 años;2019;134,88
18 Ceuta;Mujeres;De 30 a 34 años;2019;67,75
18 Ceuta;Mujeres;De 35 a 39 años;2019;51,04
18 Ceuta;Mujeres;De 40 a 44 años;2019;44,04
18 Ceuta;Mujeres;De 45 a 49 años;2019;30,3
18 Ceuta;Mujeres;De 50 a 54 años;2019;16,67
18 Ceuta;Mujeres;De 55 a 59 años;2019;21,28
18 Ceuta;Mujeres;De 60 a 64 años;2019;30,61
18 Ceuta;Mujeres;De 65 a 69 años;2019;20
18 Ceuta;Mujeres;De 70 a 74 años;2019;31,25
18 Ceuta;Mujeres;75 y más años;2019;26,32
19 Melilla;Hombres;De 10 a 14 años;2019;88,05
19 Melilla;Hombres;De 15 a 19 años;2019;396,55
19 Melilla;Hombres;De 20 a 24 años;2019;445,38
19 Melilla;Hombres;De 25 a 29 años;2019;343,4
19 Melilla;Hombres;De 30 a 34 años;2019;132,35
19 Melilla;Hombres;De 35 a 39 años;2019;73,55
19 Melilla;Hombres;De 40 a 44 años;2019;52,63
19 Melilla;Hombres;De 45 a 49 años;2019;35,52
19 Melilla;Hombres;De 50 a 54 años;2019;29,11
19 Melilla;Hombres;De 55 a 59 años;2019;43,24
19 Melilla;Hombres;De 60 a 64 años;2019;31,75
19 Melilla;Hombres;De 65 a 69 años;2019;37,74
19 Melilla;Hombres;De 70 a 74 años;2019;36,59
19 Melilla;Hombres;75 y más años;2019;12,5
19 Melilla;Mujeres;De 10 a 14 años;2019;121,32
19 Melilla;Mujeres;De 15 a 19 años;2019;117,9
19 Melilla;Mujeres;De 20 a 24 años;2019;148,39
19 Melilla;Mujeres;De 25 a 29 años;2019;134,27
19 Melilla;Mujeres;De 30 a 34 años;2019;73,44
19 Melilla;Mujeres;De 35 a 39 años;2019;73,49
19 Melilla;Mujeres;De 40 a 44 años;2019;39,71
19 Melilla;Mujeres;De 45 a 49 años;2019;22,13
19 Melilla;Mujeres;De 50 a 54 años;2019;39,89
19 Melilla;Mujeres;De 55 a 59 años;2019;33,23
19 Melilla;Mujeres;De 60 a 64 años;2019;31,53
19 Melilla;Mujeres;De 65 a 69 años;2019;44,3
19 Melilla;Mujeres;De 70 a 74 años;2019;12,05
19 Melilla;Mujeres;75 y más años;2019;34,48
01 Andalucía;Hombres;De 10 a 14 años;2020;83,09
01 Andalucía;Hombres;De 15 a 19 años;2020;142,53
01 Andalucía;Hombres;De 20 a 24 años;2020;160,68
01 Andalucía;Hombres;De 25 a 29 años;2020;152,03
01 Andalucía;Hombres;De 30 a 34 años;2020;116,41
01 Andalucía;Hombres;De 35 a 39 años;2020;72,37
01 Andalucía;Hombres;De 40 a 44 años;2020;55,45
01 Andalucía;Hombres;De 45 a 49 años;2020;53,69
01 Andalucía;Hombres;De 50 a 54 años;2020;63,76
01 Andalucía;Hombres;De 55 a 59 años;2020;84,76
01 Andalucía;Hombres;De 60 a 64 años;2020;93,29
01 Andalucía;Hombres;De 65 a 69 años;2020;91,04
01 Andalucía;Hombres;De 70 a 74 años;2020;57,78
01 Andalucía;Hombres;75 y más años;2020;35,35
01 Andalucía;Mujeres;De 10 a 14 años;2020;82,39
01 Andalucía;Mujeres;De 15 a 19 años;2020;115,77
01 Andalucía;Mujeres;De 20 a 24 años;2020;151,71
01 Andalucía;Mujeres;De 25 a 29 años;2020;134,47
01 Andalucía;Mujeres;De 30 a 34 años;2020;94,07
01 Andalucía;Mujeres;De 35 a 39 años;2020;72,52
01 Andalucía;Mujeres;De 40 a 44 años;2020;62,72
01 Andalucía;Mujeres;De 45 a 49 años;2020;63,38
01 Andalucía;Mujeres;De 50 a 54 años;2020;71,82
01 Andalucía;Mujeres;De 55 a 59 años;2020;86,11
01 Andalucía;Mujeres;De 60 a 64 años;2020;84,75
01 Andalucía;Mujeres;De 65 a 69 años;2020;76,01
01 Andalucía;Mujeres;De 70 a 74 años;2020;53,44
01 Andalucía;Mujeres;75 y más años;2020;38,82
02 Aragón;Hombres;De 10 a 14 años;2020;70,96
02 Aragón;Hombres;De 15 a 19 años;2020;109,29
