Comunidades y Ciudades Autónomas;Sexo;Grupos de edad;Periodo;Total
01 Andalucía;Mujeres;De 40 a 44 años;2013;39,07
01 Andalucía;Mujeres;De 45 a 49 años;2013;38,42
01 Andalucía;Mujeres;De 50 a 54 años;2013;45,42
01 Andalucía;Mujeres;De 55 a 59 años;2013;53,43
01 Andalucía;Mujeres;De 60 a 64 años;2013;59,84
01 Andalucía;Mujeres;De 65 a 69 años;2013;48,99
01 Andalucía;Mujeres;De 70 a 74 años;2013;39,65
01 Andalucía;Mujeres;75 y más años;2013;34,05
02 Aragón;Hombres;De 10 a 14 años;2013;50,33
02 Aragón;Hombres;De 15 a 19 años;2013;66,9
02 Aragón;Hombres;De 20 a 24 años;2013;56,15
02 Aragón;Hombres;De 25 a 29 años;2013;36,9
02 Aragón;Hombres;De 30 a 34 años;2013;25,13
02 Aragón;Hombres;De 35 a 39 años;2013;17,77
02 Aragón;Hombres;De 40 a 44 años;2013;16,31
02 Aragón;Hombres;De 45 a 49 años;2013;17,98
02 Aragón;Hombres;De 50 a 54 años;2013;12,82
02 Aragón;Hombres;De 55 a 59 años;2013;20,76
02 Aragón;Hombres;De 60 a 64 años;2013;30,56
02 Aragón;Hombres;De 65 a 69 años;2013;37,63
02 Aragón;Hombres;De 70 a 74 años;2013;49,15
02 Aragón;Hombres;75 y más años;2013;60,96
02 Aragón;Mujeres;De 10 a 14 años;2013;46,32
02 Aragón;Mujeres;De 15 a 19 años;2013;83,19
02 Aragón;Mujeres;De 20 a 24 años;2013;73,76
02 Aragón;Mujeres;De 25 a 29 años;2013;40,79
02 Aragón;Mujeres;De 30 a 34 años;2013;24,33
02 Aragón;Mujeres;De 35 a 39 años;2013;21,49
02 Aragón;Mujeres;De 40 a 44 años;2013;23,05
02 Aragón;Mujeres;De 45 a 49 años;2013;23,02
02 Aragón;Mujeres;De 50 a 54 años;2013;28
02 Aragón;Mujeres;De 55 a 59 años;2013;32,07
02 Aragón;Mujeres;De 60 a 64 años;2013;40,89
02 Aragón;Mujeres;De 65 a 69 años;2013;72,17
02 Aragón;Mujeres;De 70 a 74 años;2013;43,5
02 Aragón;Mujeres;75 y más años;2013;88,16
03 Asturias, Principado de;Hombres;De 10 a 14 años;2013;91,1
03 Asturias, Principado de;Hombres;De 15 a 19 años;2013;119,38
03 Asturias, Principado de;Hombres;De 20 a 24 años;2013;104,28
03 Asturias, Principado de;Hombres;De 25 a 29 años;2013;65,43
03 Asturias, Principado de;Hombres;De 30 a 34 años;2013;44,38
03 Asturias, Principado de;Hombres;De 35 a 39 años;2013;30,63
03 Asturias, Principado de;Hombres;De 40 a 44 años;2013;27,3
03 Asturias, Principado de;Hombres;De 45 a 49 años;2013;33,66
03 Asturias, Principado de;Hombres;De 50 a 54 años;2013;33,39
03 Asturias, Principado de;Hombres;De 55 a 59 años;2013;28,22
03 Asturias, Principado de;Hombres;De 60 a 64 años;2013;34
03 Asturias, Principado de;Hombres;De 65 a 69 años;2013;53,99
03 Asturias, Principado de;Hombres;De 70 a 74 años;2013;33,86
03 Asturias, Principado de;Hombres;75 y más años;2013;61,84
03 Asturias, Principado de;Mujeres;De 10 a 14 años;2013;88,73
03 Asturias, Principado de;Mujeres;De 15 a 19 años;2013;96,73
03 Asturias, Principado de;Mujeres;De 20 a 24 años;2013;147,42
03 Asturias, Principado de;Mujeres;De 25 a 29 años;2013;65,52
03 Asturias, Principado de;Mujeres;De 30 a 34 años;2013;37,73
03 Asturias, Principado de;Mujeres;De 35 a 39 años;2013;32,55
03 Asturias, Principado de;Mujeres;De 40 a 44 años;2013;32,18
03 Asturias, Principado de;Mujeres;De 45 a 49 años;2013;36,38
03 Asturias, Principado de;Mujeres;De 50 a 54 años;2013;40,36
03 Asturias, Principado de;Mujeres;De 55 a 59 años;2013;58,2
03 Asturias, Principado de;Mujeres;De 60 a 64 años;2013;43,95
03 Asturias, Principado de;Mujeres;De 65 a 69 años;2013;91,34
03 Asturias, Principado de;Mujeres;De 70 a 74 años;2013;54,51
03 Asturias, Principado de;Mujeres;75 y más años;2013;60,77
04 Balears, Illes;Hombres;De 10 a 14 años;2013;65,12
04 Balears, Illes;Hombres;De 15 a 19 años;2013;68,13
04 Balears, Illes;Hombres;De 20 a 24 años;2013;96,36
04 Balears, Illes;Hombres;De 25 a 29 años;2013;72,42
04 Balears, Illes;Hombres;De 30 a 34 años;2013;44,74
04 Balears, Illes;Hombres;De 35 a 39 años;2013;36,18
04 Balears, Illes;Hombres;De 40 a 44 años;2013;34,43
04 Balears, Illes;Hombres;De 45 a 49 años;2013;39,3
04 Balears, Illes;Hombres;De 50 a 54 años;2013;34,69
04 Balears, Illes;Hombres;De 55 a 59 años;2013;45,55
04 Balears, Illes;Hombres;De 60 a 64 años;2013;45,3
04 Balears, Illes;Hombres;De 65 a 69 años;2013;39,52
04 Balears, Illes;Hombres;De 70 a 74 años;2013;31,49
04 Balears, Illes;Hombres;75 y más años;2013;29,34
04 Balears, Illes;Mujeres;De 10 a 14 años;2013;64,94
04 Balears, Illes;Mujeres;De 15 a 19 años;2013;82,32
04 Balears, Illes;Mujeres;De 20 a 24 años;2013;133,23
04 Balears, Illes;Mujeres;De 25 a 29 años;2013;75
04 Balears, Illes;Mujeres;De 30 a 34 años;2013;43,26
04 Balears, Illes;Mujeres;De 35 a 39 años;2013;36,73
04 Balears, Illes;Mujeres;De 40 a 44 años;2013;36,14
04 Balears, Illes;Mujeres;De 45 a 49 años;2013;36,99
04 Balears, Illes;Mujeres;De 50 a 54 años;2013;38,03
04 Balears, Illes;Mujeres;De 55 a 59 años;2013;39,13
04 Balears, Illes;Mujeres;De 60 a 64 años;2013;46,3
04 Balears, Illes;Mujeres;De 65 a 69 años;2013;41,75
04 Balears, Illes;Mujeres;De 70 a 74 años;2013;34,94
04 Balears, Illes;Mujeres;75 y más años;2013;32,49
05 Canarias;Hombres;De 10 a 14 años;2013;79,6
05 Canarias;Hombres;De 15 a 19 años;2013;94,96
05 Canarias;Hombres;De 20 a 24 años;2013;133,49
05 Canarias;Hombres;De 25 a 29 años;2013;90,68
05 Canarias;Hombres;De 30 a 34 años;2013;60,95
05 Canarias;Hombres;De 35 a 39 años;2013;48,47
05 Canarias;Hombres;De 40 a 44 años;2013;47,02
05 Canarias;Hombres;De 45 a 49 años;2013;47,7
05 Canarias;Hombres;De 50 a 54 años;2013;51,34
05 Canarias;Hombres;De 55 a 59 años;2013;55,53
05 Canarias;Hombres;De 60 a 64 años;2013;69,09
05 Canarias;Hombres;De 65 a 69 años;2013;59,61
05 Canarias;Hombres;De 70 a 74 años;2013;41,71
05 Canarias;Hombres;75 y más años;2013;29,88
05 Canarias;Mujeres;De 10 a 14 años;2013;78,47
05 Canarias;Mujeres;De 15 a 19 años;2013;107,3
05 Canarias;Mujeres;De 20 a 24 años;2013;186,19
05 Canarias;Mujeres;De 25 a 29 años;2013;92,73
05 Canarias;Mujeres;De 30 a 34 años;2013;56,16
05 Canarias;Mujeres;De 35 a 39 años;2013;48,69
05 Canarias;Mujeres;De 40 a 44 años;2013;43,08
05 Canarias;Mujeres;De 45 a 49 años;2013;52,12
05 Canarias;Mujeres;De 50 a 54 años;2013;56,95
05 Canarias;Mujeres;De 55 a 59 años;2013;58,1
05 Canarias;Mujeres;De 60 a 64 años;2013;65,49
05 Canarias;Mujeres;De 65 a 69 años;2013;51,74
05 Canarias;Mujeres;De 70 a 74 años;2013;38,23
05 Canarias;Mujeres;75 y más años;2013;36,58
06 Cantabria;Hombres;De 10 a 14 años;2013;73,06
06 Cantabria;Hombres;De 15 a 19 años;2013;77,4
06 Cantabria;Hombres;De 20 a 24 años;2013;69,11
06 Cantabria;Hombres;De 25 a 29 años;2013;68,59
06 Cantabria;Hombres;De 30 a 34 años;2013;38,64
06 Cantabria;Hombres;De 35 a 39 años;2013;29,24
06 Cantabria;Hombres;De 40 a 44 años;2013;23,7
06 Cantabria;Hombres;De 45 a 49 años;2013;21,14
06 Cantabria;Hombres;De 50 a 54 años;2013;26,31
06 Cantabria;Hombres;De 55 a 59 años;2013;26,21
06 Cantabria;Hombres;De 60 a 64 años;2013;22,95
06 Cantabria;Hombres;De 65 a 69 años;2013;54,35
06 Cantabria;Hombres;De 70 a 74 años;2013;62,99
06 Cantabria;Hombres;75 y más años;2013;80,27
06 Cantabria;Mujeres;De 10 a 14 años;2013;61,87
06 Cantabria;Mujeres;De 15 a 19 años;2013;70,84
06 Cantabria;Mujeres;De 20 a 24 años;2013;79,7
06 Cantabria;Mujeres;De 25 a 29 años;2013;49,34
06 Cantabria;Mujeres;De 30 a 34 años;2013;39,38
06 Cantabria;Mujeres;De 35 a 39 años;2013;24,19
06 Cantabria;Mujeres;De 40 a 44 años;2013;24,63
06 Cantabria;Mujeres;De 45 a 49 años;2013;32,71
06 Cantabria;Mujeres;De 50 a 54 años;2013;33,99
06 Cantabria;Mujeres;De 55 a 59 años;2013;47,88
06 Cantabria;Mujeres;De 60 a 64 años;2013;43,2
06 Cantabria;Mujeres;De 65 a 69 años;2013;69,21
06 Cantabria;Mujeres;De 70 a 74 años;2013;20,76
06 Cantabria;Mujeres;75 y más años;2013;88,23
07 Castilla y León;Hombres;De 10 a 14 años;2013;55,74
07 Castilla y León;Hombres;De 15 a 19 años;2013;71,16
07 Castilla y León;Hombres;De 20 a 24 años;2013;75,24
07 Castilla y León;Hombres;De 25 a 29 años;2013;49,11
07 Castilla y León;Hombres;De 30 a 34 años;2013;31,7
07 Castilla y León;Hombres;De 35 a 39 años;2013;24,91
07 Castilla y León;Hombres;De 40 a 44 años;2013;23,34
07 Castilla y León;Hombres;De 45 a 49 años;2013;25,96
07 Castilla y León;Hombres;De 50 a 54 años;2013;23,21
07 Castilla y León;Hombres;De 55 a 59 años;2013;24,13
07 Castilla y León;Hombres;De 60 a 64 años;2013;33,27
07 Castilla y León;Hombres;De 65 a 69 años;2013;31,68
07 Castilla y León;Hombres;De 70 a 74 años;2013;47,23
07 Castilla y León;Hombres;75 y más años;2013;39,91
07 Castilla y León;Mujeres;De 10 a 14 años;2013;56,88
07 Castilla y León;Mujeres;De 15 a 19 años;2013;78,41
07 Castilla y León;Mujeres;De 20 a 24 años;2013;92,23
07 Castilla y León;Mujeres;De 25 a 29 años;2013;55,8
07 Castilla y León;Mujeres;De 30 a 34 años;2013;32,23
07 Castilla y León;Mujeres;De 35 a 39 años;2013;28,08
07 Castilla y León;Mujeres;De 40 a 44 años;2013;29,04
07 Castilla y León;Mujeres;De 45 a 49 años;2013;24,57
07 Castilla y León;Mujeres;De 50 a 54 años;2013;29,7
07 Castilla y León;Mujeres;De 55 a 59 años;2013;42,87
07 Castilla y León;Mujeres;De 60 a 64 años;2013;50,39
07 Castilla y León;Mujeres;De 65 a 69 años;2013;58,66
07 Castilla y León;Mujeres;De 70 a 74 años;2013;54,73
07 Castilla y León;Mujeres;75 y más años;2013;51,28
08 Castilla - La Mancha;Hombres;De 10 a 14 años;2013;44,02
08 Castilla - La Mancha;Hombres;De 15 a 19 años;2013;57,44
08 Castilla - La Mancha;Hombres;De 20 a 24 años;2013;47,35
08 Castilla - La Mancha;Hombres;De 25 a 29 años;2013;30,57
08 Castilla - La Mancha;Hombres;De 30 a 34 años;2013;21,86
08 Castilla - La Mancha;Hombres;De 35 a 39 años;2013;17,93
08 Castilla - La Mancha;Hombres;De 40 a 44 años;2013;17,14
08 Castilla - La Mancha;Hombres;De 45 a 49 años;2013;17,23
08 Castilla - La Mancha;Hombres;De 50 a 54 años;2013;16,17
08 Castilla - La Mancha;Hombres;De 55 a 59 años;2013;21,96
08 Castilla - La Mancha;Hombres;De 60 a 64 años;2013;24,81
08 Castilla - La Mancha;Hombres;De 65 a 69 años;2013;51,41
08 Castilla - La Mancha;Hombres;De 70 a 74 años;2013;82,88
08 Castilla - La Mancha;Hombres;75 y más años;2013;83,75
08 Castilla - La Mancha;Mujeres;De 10 a 14 años;2013;41,2
08 Castilla - La Mancha;Mujeres;De 15 a 19 años;2013;68,29
08 Castilla - La Mancha;Mujeres;De 20 a 24 años;2013;66,18
08 Castilla - La Mancha;Mujeres;De 25 a 29 años;2013;32,99
08 Castilla - La Mancha;Mujeres;De 30 a 34 años;2013;23,18
08 Castilla - La Mancha;Mujeres;De 35 a 39 años;2013;20,37
08 Castilla - La Mancha;Mujeres;De 40 a 44 años;2013;19,17
08 Castilla - La Mancha;Mujeres;De 45 a 49 años;2013;19,7
08 Castilla - La Mancha;Mujeres;De 50 a 54 años;2013;27,38
08 Castilla - La Mancha;Mujeres;De 55 a 59 años;2013;34,2
08 Castilla - La Mancha;Mujeres;De 60 a 64 años;2013;51,44
08 Castilla - La Mancha;Mujeres;De 65 a 69 años;2013;55,91
08 Castilla - La Mancha;Mujeres;De 70 a 74 años;2013;52,71
08 Castilla - La Mancha;Mujeres;75 y más años;2013;50,66
09 Cataluña;Hombres;De 10 a 14 años;2013;66,33
09 Cataluña;Hombres;De 15 a 19 años;2013;87,67
09 Cataluña;Hombres;De 20 a 24 años;2013;114,56
09 Cataluña;Hombres;De 25 a 29 años;2013;98,2
09 Cataluña;Hombres;De 30 a 34 años;2013;55,37
09 Cataluña;Hombres;De 35 a 39 años;2013;39,14
09 Cataluña;Hombres;De 40 a 44 años;2013;32,8
09 Cataluña;Hombres;De 45 a 49 años;2013;33,91
09 Cataluña;Hombres;De 50 a 54 años;2013;35,07
09 Cataluña;Hombres;De 55 a 59 años;2013;40,71
09 Cataluña;Hombres;De 60 a 64 años;2013;57,68
09 Cataluña;Hombres;De 65 a 69 años;2013;77,16
09 Cataluña;Hombres;De 70 a 74 años;2013;61,25
09 Cataluña;Hombres;75 y más años;2013;52,1
09 Cataluña;Mujeres;De 10 a 14 años;2013;60,54
09 Cataluña;Mujeres;De 15 a 19 años;2013;87,02
09 Cataluña;Mujeres;De 20 a 24 años;2013;138,33
09 Cataluña;Mujeres;De 25 a 29 años;2013;87,65
09 Cataluña;Mujeres;De 30 a 34 años;2013;47,73
09 Cataluña;Mujeres;De 35 a 39 años;2013;34,64
09 Cataluña;Mujeres;De 40 a 44 años;2013;32,81
09 Cataluña;Mujeres;De 45 a 49 años;2013;34,47
09 Cataluña;Mujeres;De 50 a 54 años;2013;40,07
09 Cataluña;Mujeres;De 55 a 59 años;2013;54,25
09 Cataluña;Mujeres;De 60 a 64 años;2013;71,56
09 Cataluña;Mujeres;De 65 a 69 años;2013;85,43
09 Cataluña;Mujeres;De 70 a 74 años;2013;70,53
09 Cataluña;Mujeres;75 y más años;2013;58,34
10 Comunitat Valenciana;Hombres;De 10 a 14 años;2013;68,94
10 Comunitat Valenciana;Hombres;De 15 a 19 años;2013;68,45
10 Comunitat Valenciana;Hombres;De 20 a 24 años;2013;76,26
10 Comunitat Valenciana;Hombres;De 25 a 29 años;2013;63,22
10 Comunitat Valenciana;Hombres;De 30 a 34 años;2013;39,15
10 Comunitat Valenciana;Hombres;De 35 a 39 años;2013;31,74
10 Comunitat Valenciana;Hombres;De 40 a 44 años;2013;33,22
10 Comunitat Valenciana;Hombres;De 45 a 49 años;2013;40,03
10 Comunitat Valenciana;Hombres;De 50 a 54 años;2013;42,82
10 Comunitat Valenciana;Hombres;De 55 a 59 años;2013;48,84
10 Comunitat Valenciana;Hombres;De 60 a 64 años;2013;63,53
10 Comunitat Valenciana;Hombres;De 65 a 69 años;2013;53,19
10 Comunitat Valenciana;Hombres;De 70 a 74 años;2013;29,08
10 Comunitat Valenciana;Hombres;75 y más años;2013;16,52
10 Comunitat Valenciana;Mujeres;De 10 a 14 años;2013;64
10 Comunitat Valenciana;Mujeres;De 15 a 19 años;2013;75,31
10 Comunitat Valenciana;Mujeres;De 20 a 24 años;2013;85,83
10 Comunitat Valenciana;Mujeres;De 25 a 29 años;2013;59,71
10 Comunitat Valenciana;Mujeres;De 30 a 34 años;2013;38,2
10 Comunitat Valenciana;Mujeres;De 35 a 39 años;2013;33,27
10 Comunitat Valenciana;Mujeres;De 40 a 44 años;2013;36,51
10 Comunitat Valenciana;Mujeres;De 45 a 49 años;2013;40,57
10 Comunitat Valenciana;Mujeres;De 50 a 54 años;2013;46,77
10 Comunitat Valenciana;Mujeres;De 55 a 59 años;2013;54,3
10 Comunitat Valenciana;Mujeres;De 60 a 64 años;2013;55,56
10 Comunitat Valenciana;Mujeres;De 65 a 69 años;2013;44,23
10 Comunitat Valenciana;Mujeres;De 70 a 74 años;2013;28,47
10 Comunitat Valenciana;Mujeres;75 y más años;2013;23,91
11 Extremadura;Hombres;De 10 a 14 años;2013;65,69
11 Extremadura;Hombres;De 15 a 19 años;2013;99,84
11 Extremadura;Hombres;De 20 a 24 años;2013;68,75
11 Extremadura;Hombres;De 25 a 29 años;2013;51,3
11 Extremadura;Hombres;De 30 a 34 años;2013;42,68
11 Extremadura;Hombres;De 35 a 39 años;2013;31,37
11 Extremadura;Hombres;De 40 a 44 años;2013;33,97
11 Extremadura;Hombres;De 45 a 49 años;2013;34,36
11 Extremadura;Hombres;De 50 a 54 años;2013;31,53
11 Extremadura;Hombres;De 55 a 59 años;2013;34,27
11 Extremadura;Hombres;De 60 a 64 años;2013;44,83
11 Extremadura;Hombres;De 65 a 69 años;2013;52,67
11 Extremadura;Hombres;De 70 a 74 años;2013;11,76
11 Extremadura;Hombres;75 y más años;2013;37,49
11 Extremadura;Mujeres;De 10 a 14 años;2013;77,74
11 Extremadura;Mujeres;De 15 a 19 años;2013;85,87
11 Extremadura;Mujeres;De 20 a 24 años;2013;68,43
11 Extremadura;Mujeres;De 25 a 29 años;2013;52,48
11 Extremadura;Mujeres;De 30 a 34 años;2013;33,12
11 Extremadura;Mujeres;De 35 a 39 años;2013;31
11 Extremadura;Mujeres;De 40 a 44 años;2013;34,53
11 Extremadura;Mujeres;De 45 a 49 años;2013;32,73
11 Extremadura;Mujeres;De 50 a 54 años;2013;41,53
11 Extremadura;Mujeres;De 55 a 59 años;2013;49,47
11 Extremadura;Mujeres;De 60 a 64 años;2013;67,5
11 Extremadura;Mujeres;De 65 a 69 años;2013;73,96
11 Extremadura;Mujeres;De 70 a 74 años;2013;35,87
11 Extremadura;Mujeres;75 y más años;2013;28,03
12 Galicia;Hombres;De 10 a 14 años;2013;91,43
12 Galicia;Hombres;De 15 a 19 años;2013;104,35
12 Galicia;Hombres;De 20 a 24 años;2013;89,44
12 Galicia;Hombres;De 25 a 29 años;2013;64,45
12 Galicia;Hombres;De 30 a 34 años;2013;43,45
12 Galicia;Hombres;De 35 a 39 años;2013;39,92
12 Galicia;Hombres;De 40 a 44 años;2013;39,68
12 Galicia;Hombres;De 45 a 49 años;2013;34,21
12 Galicia;Hombres;De 50 a 54 años;2013;35,26
12 Galicia;Hombres;De 55 a 59 años;2013;31,43
12 Galicia;Hombres;De 60 a 64 años;2013;54,1
12 Galicia;Hombres;De 65 a 69 años;2013;54,52
12 Galicia;Hombres;De 70 a 74 años;2013;35,42
12 Galicia;Hombres;75 y más años;2013;46,79
12 Galicia;Mujeres;De 10 a 14 años;2013;95,9
12 Galicia;Mujeres;De 15 a 19 años;2013;101,01
12 Galicia;Mujeres;De 20 a 24 años;2013;118,3
12 Galicia;Mujeres;De 25 a 29 años;2013;69,78
12 Galicia;Mujeres;De 30 a 34 años;2013;48,3
12 Galicia;Mujeres;De 35 a 39 años;2013;40,93
12 Galicia;Mujeres;De 40 a 44 años;2013;35,11
12 Galicia;Mujeres;De 45 a 49 años;2013;29,84
12 Galicia;Mujeres;De 50 a 54 años;2013;40,47
12 Galicia;Mujeres;De 55 a 59 años;2013;54,43
12 Galicia;Mujeres;De 60 a 64 años;2013;62,5
12 Galicia;Mujeres;De 65 a 69 años;2013;72,54
12 Galicia;Mujeres;De 70 a 74 años;2013;58,93
12 Galicia;Mujeres;75 y más años;2013;51,38
13 Madrid, Comunidad de;Hombres;De 10 a 14 años;2013;75,85
13 Madrid, Comunidad de;Hombres;De 15 a 19 años;2013;98,38
13 Madrid, Comunidad de;Hombres;De 20 a 24 años;2013;111,24
13 Madrid, Comunidad de;Hombres;De 25 a 29 años;2013;79,7
13 Madrid, Comunidad de;Hombres;De 30 a 34 años;2013;43,69
13 Madrid, Comunidad de;Hombres;De 35 a 39 años;2013;30,88
13 Madrid, Comunidad de;Hombres;De 40 a 44 años;2013;26,59
13 Madrid, Comunidad de;Hombres;De 45 a 49 años;2013;28,78
13 Madrid, Comunidad de;Hombres;De 50 a 54 años;2013;26,64
13 Madrid, Comunidad de;Hombres;De 55 a 59 años;2013;28,33
13 Madrid, Comunidad de;Hombres;De 60 a 64 años;2013;41,09
13 Madrid, Comunidad de;Hombres;De 65 a 69 años;2013;56,06
13 Madrid, Comunidad de;Hombres;De 70 a 74 años;2013;56,77
13 Madrid, Comunidad de;Hombres;75 y más años;2013;42,37
13 Madrid, Comunidad de;Mujeres;De 10 a 14 años;2013;70,24
13 Madrid, Comunidad de;Mujeres;De 15 a 19 años;2013;108,09
13 Madrid, Comunidad de;Mujeres;De 20 a 24 años;2013;151,25
13 Madrid, Comunidad de;Mujeres;De 25 a 29 años;2013;74,9
13 Madrid, Comunidad de;Mujeres;De 30 a 34 años;2013;41,21
13 Madrid, Comunidad de;Mujeres;De 35 a 39 años;2013;29,94
13 Madrid, Comunidad de;Mujeres;De 40 a 44 años;2013;28,95
13 Madrid, Comunidad de;Mujeres;De 45 a 49 años;2013;29,02
13 Madrid, Comunidad de;Mujeres;De 50 a 54 años;2013;30,56
13 Madrid, Comunidad de;Mujeres;De 55 a 59 años;2013;38,48
13 Madrid, Comunidad de;Mujeres;De 60 a 64 años;2013;51,74
13 Madrid, Comunidad de;Mujeres;De 65 a 69 años;2013;80,35
13 Madrid, Comunidad de;Mujeres;De 70 a 74 años;2013;64,02
13 Madrid, Comunidad de;Mujeres;75 y más años;2013;62,35
14 Murcia, Región de;Hombres;De 10 a 14 años;2013;27,32
14 Murcia, Región de;Hombres;De 15 a 19 años;2013;40,06
14 Murcia, Región de;Hombres;De 20 a 24 años;2013;50,44
14 Murcia, Región de;Hombres;De 25 a 29 años;2013;47,12
14 Murcia, Región de;Hombres;De 30 a 34 años;2013;28,86
14 Murcia, Región de;Hombres;De 35 a 39 años;2013;20,61
14 Murcia, Región de;Hombres;De 40 a 44 años;2013;17,74
14 Murcia, Región de;Hombres;De 45 a 49 años;2013;20,33
14 Murcia, Región de;Hombres;De 50 a 54 años;2013;20,9
14 Murcia, Región de;Hombres;De 55 a 59 años;2013;33
14 Murcia, Región de;Hombres;De 60 a 64 años;2013;38,94
14 Murcia, Región de;Hombres;De 65 a 69 años;2013;41,43
14 Murcia, Región de;Hombres;De 70 a 74 años;2013;21,57
14 Murcia, Región de;Hombres;75 y más años;2013;17,51
14 Murcia, Región de;Mujeres;De 10 a 14 años;2013;29
14 Murcia, Región de;Mujeres;De 15 a 19 años;2013;49,34
14 Murcia, Región de;Mujeres;De 20 a 24 años;2013;68,19
14 Murcia, Región de;Mujeres;De 25 a 29 años;2013;46,56
14 Murcia, Región de;Mujeres;De 30 a 34 años;2013;24,84
14 Murcia, Región de;Mujeres;De 35 a 39 años;2013;19,53
14 Murcia, Región de;Mujeres;De 40 a 44 años;2013;18,35
14 Murcia, Región de;Mujeres;De 45 a 49 años;2013;22,45
14 Murcia, Región de;Mujeres;De 50 a 54 años;2013;27,82
14 Murcia, Región de;Mujeres;De 55 a 59 años;2013;43,89
14 Murcia, Región de;Mujeres;De 60 a 64 años;2013;44,03
14 Murcia, Región de;Mujeres;De 65 a 69 años;2013;33,87
14 Murcia, Región de;Mujeres;De 70 a 74 años;2013;22,16
14 Murcia, Región de;Mujeres;75 y más años;2013;32,52
15 Navarra, Comunidad Foral de;Hombres;De 10 a 14 años;2013;60,96
15 Navarra, Comunidad Foral de;Hombres;De 15 a 19 años;2013;117,26
15 Navarra, Comunidad Foral de;Hombres;De 20 a 24 años;2013;87,1
15 Navarra, Comunidad Foral de;Hombres;De 25 a 29 años;2013;58,79
15 Navarra, Comunidad Foral de;Hombres;De 30 a 34 años;2013;35,9
15 Navarra, Comunidad Foral de;Hombres;De 35 a 39 años;2013;30,94
15 Navarra, Comunidad Foral de;Hombres;De 40 a 44 años;2013;25,19
15 Navarra, Comunidad Foral de;Hombres;De 45 a 49 años;2013;22,56
15 Navarra, Comunidad Foral de;Hombres;De 50 a 54 años;2013;33,66
15 Navarra, Comunidad Foral de;Hombres;De 55 a 59 años;2013;23,47
15 Navarra, Comunidad Foral de;Hombres;De 60 a 64 años;2013;32,61
15 Navarra, Comunidad Foral de;Hombres;De 65 a 69 años;2013;75,73
15 Navarra, Comunidad Foral de;Hombres;De 70 a 74 años;2013;67,76
15 Navarra, Comunidad Foral de;Hombres;75 y más años;2013;45,36
15 Navarra, Comunidad Foral de;Mujeres;De 10 a 14 años;2013;71,58
15 Navarra, Comunidad Foral de;Mujeres;De 15 a 19 años;2013;142,92
15 Navarra, Comunidad Foral de;Mujeres;De 20 a 24 años;2013;109,72
15 Navarra, Comunidad Foral de;Mujeres;De 25 a 29 años;2013;50,45
15 Navarra, Comunidad Foral de;Mujeres;De 30 a 34 años;2013;32,9
15 Navarra, Comunidad Foral de;Mujeres;De 35 a 39 años;2013;23,67
15 Navarra, Comunidad Foral de;Mujeres;De 40 a 44 años;2013;27,69
15 Navarra, Comunidad Foral de;Mujeres;De 45 a 49 años;2013;25,32
15 Navarra, Comunidad Foral de;Mujeres;De 50 a 54 años;2013;22,81
15 Navarra, Comunidad Foral de;Mujeres;De 55 a 59 años;2013;52,67
15 Navarra, Comunidad Foral de;Mujeres;De 60 a 64 años;2013;92,87
15 Navarra, Comunidad Foral de;Mujeres;De 65 a 69 años;2013;85,67
15 Navarra, Comunidad Foral de;Mujeres;De 70 a 74 años;2013;86
15 Navarra, Comunidad Foral de;Mujeres;75 y más años;2013;69,6
16 País Vasco;Hombres;De 10 a 14 años;2013;80,38
16 País Vasco;Hombres;De 15 a 19 años;2013;116,17
16 País Vasco;Hombres;De 20 a 24 años;2013;101,64
16 País Vasco;Hombres;De 25 a 29 años;2013;77,07
16 País Vasco;Hombres;De 30 a 34 años;2013;51,54
16 País Vasco;Hombres;De 35 a 39 años;2013;40,98
16 País Vasco;Hombres;De 40 a 44 años;2013;39,91
16 País Vasco;Hombres;De 45 a 49 años;2013;31,93
16 País Vasco;Hombres;De 50 a 54 años;2013;37,23
16 País Vasco;Hombres;De 55 a 59 años;2013;37,99
16 País Vasco;Hombres;De 60 a 64 años;2013;51,23
16 País Vasco;Hombres;De 65 a 69 años;2013;70,97
16 País Vasco;Hombres;De 70 a 74 años;2013;50,86
16 País Vasco;Hombres;75 y más años;2013;47,93
16 País Vasco;Mujeres;De 10 a 14 años;2013;86,21
16 País Vasco;Mujeres;De 15 a 19 años;2013;104,24
16 País Vasco;Mujeres;De 20 a 24 años;2013;128,55
16 País Vasco;Mujeres;De 25 a 29 años;2013;71,79
16 País Vasco;Mujeres;De 30 a 34 años;2013;45,88
16 País Vasco;Mujeres;De 35 a 39 años;2013;40,1
16 País Vasco;Mujeres;De 40 a 44 años;2013;38,17
16 País Vasco;Mujeres;De 45 a 49 años;2013;37,24
16 País Vasco;Mujeres;De 50 a 54 años;2013;34,19
16 País Vasco;Mujeres;De 55 a 59 años;2013;52,44
16 País Vasco;Mujeres;De 60 a 64 años;2013;60,85
16 País Vasco;Mujeres;De 65 a 69 años;2013;87,88
16 País Vasco;Mujeres;De 70 a 74 años;2013;55,9
16 País Vasco;Mujeres;75 y más años;2013;67,37
17 Rioja, La;Hombres;De 10 a 14 años;2013;47,97
17 Rioja, La;Hombres;De 15 a 19 años;2013;48,29
17 Rioja, La;Hombres;De 20 a 24 años;2013;53,13
17 Rioja, La;Hombres;De 25 a 29 años;2013;42,06
