,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,
    10. ORDEN PÚBLICO,362.0,279.0,440.0,168.0,166.0,165.0,154.0,230.0,377.0,410.0,433.0,481.0,412.0,
    11. LEGISLACIÓN ESPECIAL,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,
    TOTAL INFRACCIONES PENALES,23709.0,19894.0,16585.0,18073.0,17674.0,17440.0,17002.0,16754.0,17187.0,17239.0,18297.0,18249.0,17487.0,
CASTILLA Y LEÓN,
    1. CONTRA LAS PERSONAS,8473.0,7252.0,6231.0,7345.0,7213.0,7127.0,6922.0,10203.0,13110.0,13015.0,13943.0,14733.0,14241.0,
    1.1.-Homicidios dolosos/asesinatos,55.0,38.0,44.0,38.0,34.0,30.0,28.0,27.0,44.0,41.0,48.0,47.0,38.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,16.0,13.0,16.0,8.0,11.0,13.0,11.0,9.0,14.0,19.0,15.0,20.0,10.0,
    1.2.-Lesiones,5126.0,4220.0,3471.0,4571.0,4594.0,4650.0,4523.0,4725.0,4708.0,4668.0,5410.0,5702.0,5484.0,
    1.4.-Otros contra las personas,246.0,208.0,203.0,289.0,209.0,115.0,73.0,3211.0,6101.0,6171.0,6314.0,6674.0,6505.0,
    2.2.-Otros contra la libertad,5491.0,5542.0,4817.0,4866.0,4731.0,4557.0,4565.0,2685.0,742.0,737.0,740.0,727.0,691.0,
    3.3.-Corrupción de menores o incapacitados,23.0,19.0,12.0,15.0,10.0,21.0,10.0,23.0,18.0,7.0,7.0,6.0,7.0,
    3.4.-Pornografía de menores,44.0,22.0,27.0,31.0,44.0,23.0,28.0,21.0,20.0,15.0,26.0,16.0,34.0,
    3.5.-Otros contra la libertad sexual,84.0,66.0,80.0,105.0,60.0,67.0,45.0,57.0,67.0,31.0,49.0,41.0,58.0,
    5. PATRIMONIO,63435.0,52662.0,46705.0,56640.0,55843.0,53459.0,54234.0,54991.0,55997.0,58837.0,61485.0,59573.0,61232.0,
    5.1.-Hurtos,17361.0,13785.0,11414.0,19206.0,19715.0,21070.0,22480.0,24474.0,25336.0,28107.0,28694.0,27745.0,28537.0,
    5.2.-Robos con fuerza en las cosas,8160.0,6994.0,6517.0,8819.0,9513.0,9684.0,10186.0,10304.0,11363.0,12317.0,13456.0,12460.0,13339.0,
    5.3.-Robos con violencia o intimidación,710.0,625.0,542.0,706.0,708.0,726.0,847.0,914.0,948.0,1121.0,1199.0,1276.0,1321.0,
    5.4.-Sustracción de vehículos,512.0,466.0,400.0,573.0,572.0,659.0,901.0,789.0,757.0,790.0,976.0,1120.0,1410.0,
    5.5.-Estafas,23905.0,18399.0,17504.0,14621.0,13155.0,9555.0,7850.0,6317.0,5092.0,4138.0,4130.0,3616.0,3173.0,
    5.5.1.-Estafas informáticas,18968.0,14457.0,13841.0,9464.0,6511.0,4606.0,3370.0,2411.0,1874.0,1403.0,1172.0,849.0,845.0,
    5.6.-Daños,10495.0,10243.0,8662.0,10845.0,10388.0,10399.0,10667.0,10672.0,10879.0,10914.0,11887.0,12354.0,12712.0,
    5.8.-Blanqueo de capitales,9.0,5.0,6.0,9.0,9.0,6.0,6.0,6.0,3.0,8.0,3.0,3.0,5.0,
    5.9.-Otros contra el patrimonio,2238.0,2079.0,1620.0,1810.0,1703.0,1297.0,1236.0,1451.0,1518.0,1302.0,1071.0,908.0,657.0,
    6.1.-Tráfico de drogas,482.0,492.0,502.0,447.0,408.0,334.0,352.0,313.0,380.0,380.0,364.0,407.0,339.0,
    7. FALSEDADES,1706.0,1517.0,1029.0,840.0,811.0,774.0,643.0,541.0,521.0,474.0,441.0,453.0,432.0,
    8. ADMÓN. PÚBLICA,18.0,19.0,13.0,14.0,17.0,26.0,8.0,10.0,9.0,8.0,10.0,4.0,12.0,
    9. ADMÓN. JUSTICIA,1516.0,1240.0,1078.0,1186.0,1097.0,1054.0,1057.0,1005.0,1004.0,953.0,1009.0,1105.0,1130.0,
    10. ORDEN PÚBLICO,1018.0,962.0,1078.0,750.0,700.0,699.0,622.0,951.0,1228.0,1332.0,1559.0,1612.0,1539.0,
    11. LEGISLACIÓN ESPECIAL,5.0,3.0,2.0,10.0,0.0,8.0,2.0,2.0,3.0,0.0,2.0,4.0,2.0,
    TOTAL INFRACCIONES PENALES,86844.0,74008.0,65025.0,76363.0,74863.0,71874.0,72037.0,74503.0,77013.0,79904.0,84400.0,83809.0,84509.0,
CASTILLA - LA MANCHA,
    1. CONTRA LAS PERSONAS,8388.0,7346.0,6376.0,7335.0,6828.0,6583.0,6383.0,8877.0,11389.0,11134.0,11949.0,12264.0,12305.0,
    1.1.-Homicidios dolosos/asesinatos,66.0,78.0,52.0,41.0,37.0,46.0,38.0,38.0,47.0,34.0,37.0,27.0,44.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,19.0,10.0,17.0,11.0,8.0,12.0,11.0,13.0,16.0,15.0,17.0,8.0,12.0,
    1.2.-Lesiones,4708.0,4007.0,3268.0,4077.0,3822.0,3836.0,3821.0,3793.0,4036.0,3960.0,4281.0,4581.0,4506.0,
    1.4.-Otros contra las personas,178.0,152.0,150.0,169.0,111.0,94.0,67.0,2553.0,4875.0,4806.0,5157.0,5153.0,5120.0,
    2.2.-Otros contra la libertad,5009.0,4806.0,4208.0,4058.0,3976.0,3769.0,3644.0,2130.0,764.0,780.0,770.0,797.0,605.0,
    3.3.-Corrupción de menores o incapacitados,11.0,20.0,18.0,15.0,17.0,27.0,24.0,17.0,14.0,6.0,10.0,14.0,10.0,
    3.4.-Pornografía de menores,13.0,21.0,16.0,31.0,34.0,18.0,15.0,21.0,18.0,11.0,15.0,12.0,24.0,
    3.5.-Otros contra la libertad sexual,76.0,61.0,55.0,75.0,74.0,64.0,65.0,51.0,46.0,68.0,30.0,48.0,52.0,
    5. PATRIMONIO,57046.0,45899.0,42905.0,50473.0,49886.0,46528.0,46605.0,49126.0,50648.0,53668.0,53616.0,52494.0,50702.0,
    5.1.-Hurtos,14393.0,10970.0,9588.0,13831.0,14490.0,15200.0,15746.0,17080.0,17463.0,18960.0,18808.0,18555.0,17432.0,
    5.2.-Robos con fuerza en las cosas,10344.0,8622.0,9102.0,11888.0,13287.0,13183.0,14383.0,15750.0,16892.0,18593.0,18255.0,17690.0,17045.0,
    5.3.-Robos con violencia o intimidación,899.0,882.0,754.0,978.0,968.0,1026.0,1006.0,1010.0,1091.0,1388.0,1419.0,1346.0,1220.0,
    5.4.-Sustracción de vehículos,654.0,521.0,488.0,615.0,668.0,1105.0,1511.0,1283.0,1197.0,1261.0,1450.0,1661.0,1876.0,
    5.5.-Estafas,18774.0,14211.0,13290.0,11699.0,9479.0,6232.0,4937.0,4456.0,3954.0,3674.0,3751.0,3305.0,2754.0,
    5.5.1.-Estafas informáticas,13608.0,9797.0,8405.0,6445.0,4789.0,2796.0,2075.0,2012.0,1509.0,1255.0,1092.0,861.0,689.0,
    5.6.-Daños,9024.0,8075.0,7228.0,8681.0,8469.0,7785.0,7335.0,7897.0,8177.0,8434.0,8840.0,8962.0,9568.0,
    5.8.-Blanqueo de capitales,32.0,21.0,13.0,19.0,8.0,8.0,8.0,5.0,4.0,4.0,3.0,6.0,6.0,
    5.9.-Otros contra el patrimonio,2906.0,2579.0,2428.0,2724.0,2431.0,1960.0,1656.0,1623.0,1833.0,1299.0,1042.0,912.0,720.0,
    6.1.-Tráfico de drogas,560.0,570.0,552.0,465.0,439.0,426.0,361.0,352.0,438.0,482.0,418.0,444.0,409.0,
    7. FALSEDADES,1842.0,1748.0,1251.0,1177.0,1061.0,942.0,840.0,752.0,804.0,706.0,663.0,713.0,550.0,
    8. ADMÓN. PÚBLICA,9.0,41.0,13.0,29.0,37.0,65.0,10.0,13.0,15.0,15.0,7.0,9.0,7.0,
    9. ADMÓN. JUSTICIA,1663.0,1355.0,1181.0,1250.0,1152.0,1016.0,1027.0,1086.0,1119.0,1050.0,1021.0,1109.0,1149.0,
    10. ORDEN PÚBLICO,985.0,935.0,1220.0,766.0,702.0,649.0,613.0,693.0,961.0,1106.0,1237.0,1389.0,1275.0,
    11. LEGISLACIÓN ESPECIAL,11.0,3.0,4.0,6.0,9.0,9.0,4.0,7.0,2.0,2.0,0.0,3.0,1.0,
    TOTAL INFRACCIONES PENALES,80842.0,67412.0,61908.0,70308.0,68332.0,64006.0,63579.0,66978.0,70198.0,73463.0,74403.0,74460.0,71603.0,
CATALUÑA,
    1. CONTRA LAS PERSONAS,23180.0,19854.0,16105.0,21109.0,20684.0,20582.0,19569.0,27269.0,36313.0,35622.0,37270.0,38159.0,37650.0,
    1.1.-Homicidios dolosos/asesinatos,264.0,270.0,198.0,248.0,213.0,209.0,196.0,151.0,197.0,178.0,275.0,242.0,270.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,62.0,57.0,48.0,58.0,45.0,65.0,54.0,42.0,57.0,43.0,74.0,76.0,97.0,
    1.2.-Lesiones,14828.0,12456.0,9617.0,14002.0,13726.0,13698.0,13227.0,13296.0,13505.0,13579.0,14751.0,15687.0,15552.0,
    1.4.-Otros contra las personas,444.0,380.0,352.0,371.0,387.0,424.0,34.0,7994.0,16381.0,15554.0,15978.0,15865.0,15347.0,
    2.2.-Otros contra la libertad,19684.0,18847.0,14421.0,17168.0,16832.0,16370.0,16264.0,12263.0,7648.0,7523.0,7518.0,7534.0,6625.0,
    3.3.-Corrupción de menores o incapacitados,17.0,5.0,4.0,7.0,6.0,5.0,4.0,16.0,8.0,5.0,6.0,11.0,59.0,
    3.4.-Pornografía de menores,189.0,140.0,172.0,211.0,225.0,168.0,157.0,195.0,182.0,122.0,138.0,173.0,157.0,
    3.5.-Otros contra la libertad sexual,295.0,314.0,286.0,318.0,269.0,288.0,332.0,308.0,326.0,310.0,257.0,278.0,291.0,
    5. PATRIMONIO,400321.0,322683.0,300574.0,425113.0,409295.0,361790.0,344365.0,350445.0,351985.0,361187.0,379323.0,375452.0,388023.0,
    5.1.-Hurtos,162170.0,118746.0,110685.0,192053.0,192054.0,173684.0,162942.0,165519.0,164413.0,166537.0,177583.0,179788.0,181198.0,
    5.2.-Robos con fuerza en las cosas,64306.0,57748.0,55190.0,76612.0,71069.0,65020.0,66104.0,68484.0,71452.0,78187.0,83150.0,83564.0,93702.0,
    5.3.-Robos con violencia o intimidación,25049.0,20501.0,17082.0,26448.0,22506.0,20615.0,20152.0,21514.0,24213.0,28950.0,31792.0,27961.0,25154.0,
    5.4.-Sustracción de vehículos,7411.0,6168.0,6130.0,9711.0,9193.0,8855.0,7976.0,8651.0,9102.0,10426.0,11227.0,11887.0,12538.0,
    5.5.-Estafas,88649.0,67916.0,64204.0,63310.0,62515.0,45004.0,38525.0,35530.0,29701.0,25363.0,24756.0,17425.0,16275.0,
    5.5.1.-Estafas informáticas,61607.0,47314.0,46982.0,40016.0,722.0,522.0,541.0,587.0,593.0,585.0,583.0,491.0,552.0,
    5.6.-Daños,39074.0,38295.0,35469.0,43433.0,40176.0,38529.0,38365.0,38961.0,37739.0,39097.0,40860.0,43557.0,47961.0,
    5.8.-Blanqueo de capitales,47.0,38.0,31.0,22.0,23.0,27.0,42.0,29.0,34.0,34.0,28.0,28.0,21.0,
    5.9.-Otros contra el patrimonio,13372.0,12983.0,11605.0,13264.0,11413.0,9823.0,9907.0,11381.0,14910.0,12149.0,9374.0,10572.0,10578.0,
    6.1.-Tráfico de drogas,3965.0,3874.0,2946.0,2615.0,2452.0,2269.0,2183.0,1953.0,2051.0,2064.0,2074.0,2169.0,1715.0,
    7. FALSEDADES,4715.0,4097.0,2787.0,3791.0,3456.0,3235.0,3563.0,3241.0,3368.0,3486.0,3855.0,4339.0,4550.0,
    8. ADMÓN. PÚBLICA,152.0,106.0,34.0,58.0,52.0,81.0,65.0,58.0,67.0,68.0,30.0,45.0,52.0,
    9. ADMÓN. JUSTICIA,4043.0,3680.0,3172.0,3519.0,3464.0,3383.0,3240.0,3261.0,3405.0,3450.0,3478.0,3724.0,3766.0,
    10. ORDEN PÚBLICO,4138.0,3785.0,2962.0,3073.0,2775.0,2539.0,2304.0,3236.0,3908.0,4467.0,4634.0,5258.0,4677.0,
    11. LEGISLACIÓN ESPECIAL,15.0,13.0,10.0,13.0,17.0,10.0,19.0,46.0,78.0,83.0,116.0,79.0,97.0,
    TOTAL INFRACCIONES PENALES,475031.0,390356.0,353052.0,489265.0,471510.0,422286.0,403928.0,415464.0,422864.0,431914.0,453156.0,454871.0,464923.0,
COMUNITAT VALENCIANA,
    1. CONTRA LAS PERSONAS,27316.0,23240.0,20231.0,23332.0,22039.0,21164.0,20598.0,26573.0,33506.0,32380.0,33893.0,34817.0,34995.0,
    1.1.-Homicidios dolosos/asesinatos,175.0,152.0,126.0,148.0,118.0,106.0,125.0,100.0,100.0,76.0,114.0,125.0,106.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,38.0,35.0,37.0,40.0,25.0,41.0,30.0,48.0,32.0,32.0,51.0,46.0,46.0,
    1.2.-Lesiones,13947.0,11279.0,9208.0,11815.0,11366.0,11154.0,11061.0,10833.0,11396.0,11626.0,12168.0,12963.0,12694.0,
    1.4.-Otros contra las personas,483.0,407.0,289.0,358.0,346.0,251.0,158.0,6608.0,13247.0,12322.0,13292.0,13313.0,13183.0,
    2.2.-Otros contra la libertad,13550.0,13333.0,11703.0,11282.0,10818.0,10782.0,10238.0,6388.0,2692.0,2692.0,2732.0,2890.0,2858.0,
    3.3.-Corrupción de menores o incapacitados,66.0,67.0,43.0,57.0,35.0,76.0,52.0,86.0,63.0,57.0,55.0,45.0,39.0,
    3.4.-Pornografía de menores,78.0,73.0,62.0,100.0,87.0,85.0,78.0,88.0,71.0,59.0,73.0,109.0,167.0,
    3.5.-Otros contra la libertad sexual,248.0,239.0,230.0,246.0,218.0,211.0,252.0,228.0,230.0,217.0,231.0,224.0,231.0,
    5. PATRIMONIO,191865.0,161695.0,137438.0,174091.0,175524.0,173357.0,177644.0,179704.0,187271.0,201297.0,217131.0,221719.0,225991.0,
    5.1.-Hurtos,71315.0,57738.0,43801.0,68122.0,70169.0,73922.0,77169.0,78850.0,80030.0,84869.0,88359.0,89452.0,90667.0,
    5.2.-Robos con fuerza en las cosas,33752.0,28638.0,26465.0,35068.0,36312.0,37439.0,40730.0,41473.0,47121.0,53803.0,59885.0,63936.0,67089.0,
    5.3.-Robos con violencia o intimidación,5663.0,4578.0,3772.0,4950.0,5065.0,5393.0,5917.0,6152.0,6988.0,9141.0,10643.0,10166.0,10385.0,
    5.4.-Sustracción de vehículos,3160.0,2491.0,2377.0,3190.0,3282.0,3918.0,4390.0,4358.0,4660.0,5119.0,5986.0,7072.0,8033.0,
    5.5.-Estafas,43523.0,36275.0,32723.0,29688.0,27926.0,20844.0,17622.0,15837.0,13971.0,12422.0,12594.0,11006.0,9050.0,
    5.5.1.-Estafas informáticas,29040.0,24428.0,21917.0,15758.0,11283.0,7989.0,6246.0,5004.0,3898.0,3133.0,3193.0,2451.0,2269.0,
    5.6.-Daños,26456.0,25274.0,22310.0,26649.0,26842.0,26863.0,27228.0,27949.0,29589.0,31442.0,35361.0,36589.0,37604.0,
    5.8.-Blanqueo de capitales,55.0,77.0,63.0,55.0,55.0,46.0,44.0,24.0,30.0,50.0,21.0,7.0,11.0,
    5.9.-Otros contra el patrimonio,7746.0,6428.0,5781.0,6192.0,5588.0,4697.0,4299.0,4807.0,4639.0,4149.0,3966.0,3208.0,2658.0,
    6.1.-Tráfico de drogas,2034.0,1983.0,1863.0,1979.0,1759.0,1592.0,1654.0,1506.0,1651.0,1872.0,1494.0,1399.0,1409.0,
    7. FALSEDADES,4883.0,4535.0,3109.0,3250.0,3206.0,2794.0,2687.0,2379.0,2403.0,2102.0,2234.0,2569.0,2259.0,
    8. ADMÓN. PÚBLICA,52.0,89.0,48.0,48.0,79.0,72.0,48.0,97.0,37.0,31.0,55.0,42.0,60.0,
    9. ADMÓN. JUSTICIA,5525.0,4897.0,4721.0,4643.0,4361.0,4214.0,4019.0,4137.0,4086.0,4054.0,4215.0,4337.0,4249.0,
    10. ORDEN PÚBLICO,3717.0,3522.0,4137.0,2671.0,2577.0,2532.0,2450.0,3100.0,4201.0,4333.0,4478.0,4733.0,4383.0,
    11. LEGISLACIÓN ESPECIAL,26.0,29.0,28.0,11.0,13.0,6.0,6.0,17.0,6.0,8.0,5.0,12.0,19.0,
    TOTAL INFRACCIONES PENALES,262971.0,225337.0,193222.0,232549.0,231627.0,227102.0,230209.0,234725.0,247371.0,260288.0,277917.0,284696.0,287158.0,
EXTREMADURA,
    1. CONTRA LAS PERSONAS,3304.0,3086.0,2740.0,3185.0,3097.0,3184.0,3130.0,4245.0,5421.0,5210.0,5312.0,5655.0,6059.0,
    1.1.-Homicidios dolosos/asesinatos,10.0,25.0,21.0,13.0,17.0,24.0,17.0,9.0,13.0,17.0,21.0,26.0,15.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,3.0,4.0,9.0,5.0,4.0,8.0,7.0,1.0,4.0,7.0,13.0,10.0,3.0,
    1.2.-Lesiones,1972.0,1849.0,1579.0,1932.0,1955.0,2087.0,2059.0,1902.0,1936.0,1926.0,2057.0,2150.0,2380.0,
    1.4.-Otros contra las personas,55.0,66.0,56.0,67.0,75.0,39.0,35.0,1321.0,2486.0,2287.0,2273.0,2531.0,2740.0,
    2.2.-Otros contra la libertad,2365.0,2291.0,2121.0,2158.0,1990.0,2025.0,1846.0,1035.0,401.0,343.0,367.0,416.0,364.0,
    3.3.-Corrupción de menores o incapacitados,8.0,10.0,8.0,12.0,5.0,5.0,11.0,10.0,12.0,6.0,3.0,5.0,8.0,
    3.4.-Pornografía de menores,10.0,12.0,5.0,9.0,11.0,12.0,7.0,15.0,9.0,8.0,5.0,16.0,18.0,
    3.5.-Otros contra la libertad sexual,28.0,29.0,35.0,33.0,29.0,30.0,23.0,28.0,37.0,18.0,17.0,28.0,21.0,
    5. PATRIMONIO,22187.0,17870.0,16499.0,18583.0,18333.0,18059.0,18274.0,18942.0,19164.0,20336.0,20166.0,19568.0,20060.0,
    5.1.-Hurtos,6388.0,4820.0,4228.0,6566.0,6616.0,7245.0,7456.0,8083.0,8619.0,9523.0,9014.0,8411.0,8710.0,
    5.2.-Robos con fuerza en las cosas,3490.0,2773.0,2876.0,3379.0,3747.0,3994.0,4414.0,4585.0,4687.0,5079.0,5207.0,5313.0,5273.0,
    5.3.-Robos con violencia o intimidación,296.0,224.0,211.0,320.0,252.0,277.0,302.0,308.0,297.0,390.0,388.0,378.0,441.0,
    5.4.-Sustracción de vehículos,163.0,152.0,151.0,144.0,160.0,336.0,416.0,382.0,379.0,402.0,418.0,560.0,610.0,
    5.5.-Estafas,7577.0,5754.0,5378.0,3873.0,3453.0,2268.0,1952.0,1748.0,1344.0,1048.0,1124.0,1005.0,907.0,
    5.5.1.-Estafas informáticas,6577.0,4594.0,3917.0,2410.0,1879.0,1031.0,852.0,602.0,517.0,330.0,400.0,287.0,279.0,
    5.6.-Daños,3521.0,3380.0,2967.0,3504.0,3225.0,3326.0,3171.0,3196.0,3173.0,3269.0,3510.0,3560.0,3816.0,
    5.8.-Blanqueo de capitales,4.0,7.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,
    5.9.-Otros contra el patrimonio,736.0,745.0,658.0,753.0,816.0,588.0,523.0,603.0,627.0,577.0,469.0,298.0,245.0,
    6.1.-Tráfico de drogas,265.0,324.0,301.0,323.0,233.0,201.0,198.0,201.0,270.0,306.0,291.0,313.0,253.0,
    7. FALSEDADES,705.0,714.0,524.0,445.0,445.0,373.0,347.0,299.0,269.0,237.0,246.0,246.0,197.0,
    8. ADMÓN. PÚBLICA,2.0,14.0,2.0,8.0,10.0,4.0,11.0,1.0,2.0,3.0,5.0,5.0,3.0,
    9. ADMÓN. JUSTICIA,785.0,696.0,662.0,680.0,602.0,614.0,599.0,530.0,523.0,603.0,514.0,542.0,536.0,
    10. ORDEN PÚBLICO,336.0,335.0,488.0,290.0,246.0,281.0,288.0,354.0,452.0,463.0,575.0,635.0,573.0,
    11. LEGISLACIÓN ESPECIAL,9.0,9.0,7.0,5.0,17.0,16.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,
    TOTAL INFRACCIONES PENALES,32093.0,27266.0,25041.0,27591.0,26813.0,26411.0,26286.0,27251.0,28221.0,29338.0,29470.0,29479.0,30016.0,
GALICIA,
    1. CONTRA LAS PERSONAS,9217.0,7841.0,7268.0,8027.0,8039.0,7927.0,7854.0,11296.0,14264.0,14182.0,14814.0,14957.0,14617.0,
    1.1.-Homicidios dolosos/asesinatos,52.0,52.0,44.0,41.0,33.0,40.0,35.0,56.0,62.0,50.0,46.0,53.0,50.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,7.0,18.0,11.0,16.0,8.0,13.0,12.0,19.0,20.0,15.0,16.0,14.0,17.0,
    1.2.-Lesiones,5454.0,4606.0,4044.0,4804.0,4876.0,4905.0,4989.0,5114.0,5147.0,5337.0,5765.0,5977.0,5876.0,
    1.4.-Otros contra las personas,231.0,204.0,158.0,178.0,191.0,150.0,116.0,3475.0,6496.0,6150.0,6568.0,6402.0,6214.0,
    2.2.-Otros contra la libertad,6268.0,6234.0,5415.0,4992.0,5188.0,5277.0,5135.0,3085.0,1126.0,1032.0,1103.0,1023.0,899.0,
    3.3.-Corrupción de menores o incapacitados,19.0,8.0,7.0,14.0,4.0,15.0,19.0,11.0,25.0,18.0,14.0,6.0,10.0,
    3.4.-Pornografía de menores,29.0,40.0,36.0,39.0,36.0,30.0,33.0,37.0,18.0,17.0,19.0,26.0,37.0,
    3.5.-Otros contra la libertad sexual,83.0,119.0,87.0,89.0,67.0,73.0,76.0,53.0,43.0,40.0,43.0,63.0,54.0,
    5. PATRIMONIO,68054.0,63769.0,50924.0,56924.0,55664.0,51864.0,52691.0,53286.0,53652.0,56486.0,56690.0,54185.0,51987.0,
    5.1.-Hurtos,19527.0,15367.0,12348.0,18846.0,19903.0,20320.0,21326.0,22032.0,23027.0,24200.0,23606.0,22464.0,21461.0,
    5.2.-Robos con fuerza en las cosas,8661.0,7873.0,7538.0,9618.0,9990.0,10055.0,10893.0,11616.0,12017.0,13303.0,13300.0,12513.0,11989.0,
    5.3.-Robos con violencia o intimidación,963.0,853.0,767.0,945.0,951.0,1057.0,1086.0,1070.0,1116.0,1338.0,1558.0,1364.0,1440.0,
    5.4.-Sustracción de vehículos,528.0,405.0,437.0,604.0,584.0,794.0,1032.0,980.0,1258.0,1435.0,1696.0,1750.0,1934.0,
    5.5.-Estafas,25875.0,28218.0,19797.0,15683.0,12957.0,8588.0,7196.0,6168.0,4865.0,4168.0,3980.0,3383.0,2934.0,
    5.5.1.-Estafas informáticas,18456.0,19496.0,12696.0,9999.0,6836.0,4428.0,3070.0,2628.0,1882.0,1518.0,1456.0,1070.0,946.0,
    5.6.-Daños,10280.0,9089.0,8188.0,9311.0,9413.0,9537.0,9760.0,9924.0,9934.0,10771.0,11394.0,11670.0,11332.0,
    5.8.-Blanqueo de capitales,13.0,4.0,17.0,8.0,13.0,11.0,11.0,8.0,2.0,3.0,7.0,0.0,2.0,
    5.9.-Otros contra el patrimonio,2167.0,1931.0,1801.0,1808.0,1736.0,1448.0,1334.0,1411.0,1360.0,1156.0,1051.0,925.0,736.0,
    6.1.-Tráfico de drogas,505.0,458.0,552.0,517.0,433.0,371.0,345.0,348.0,374.0,409.0,432.0,460.0,459.0,
    7. FALSEDADES,1404.0,1491.0,1004.0,886.0,803.0,708.0,652.0,630.0,573.0,573.0,549.0,540.0,447.0,
    8. ADMÓN. PÚBLICA,25.0,11.0,19.0,21.0,16.0,17.0,18.0,37.0,38.0,21.0,10.0,22.0,17.0,
    9. ADMÓN. JUSTICIA,1568.0,1459.0,1403.0,1409.0,1266.0,1228.0,1061.0,1032.0,1054.0,1022.0,1048.0,1120.0,1150.0,
    10. ORDEN PÚBLICO,973.0,916.0,1108.0,718.0,795.0,732.0,746.0,937.0,1189.0,1323.0,1452.0,1523.0,1518.0,
    11. LEGISLACIÓN ESPECIAL,7.0,1.0,7.0,6.0,1.0,2.0,3.0,9.0,8.0,6.0,2.0,9.0,5.0,
    TOTAL INFRACCIONES PENALES,94904.0,88255.0,73344.0,80024.0,78526.0,74174.0,74405.0,76620.0,78253.0,81237.0,83180.0,81815.0,77548.0,
MADRID (COMUNIDAD DE),
    1. CONTRA LAS PERSONAS,33243.0,29383.0,25967.0,29288.0,27360.0,27093.0,25275.0,30615.0,35230.0,35149.0,37374.0,38965.0,39030.0,
    1.1.-Homicidios dolosos/asesinatos,183.0,131.0,136.0,110.0,114.0,125.0,117.0,90.0,110.0,90.0,107.0,95.0,98.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,46.0,37.0,38.0,32.0,36.0,39.0,33.0,30.0,41.0,37.0,48.0,46.0,51.0,
    1.2.-Lesiones,13585.0,12094.0,10596.0,13704.0,13078.0,13088.0,12717.0,12700.0,12354.0,12860.0,13361.0,14689.0,14764.0,
    1.4.-Otros contra las personas,636.0,540.0,426.0,567.0,415.0,334.0,330.0,6576.0,11705.0,11803.0,13223.0,13594.0,13808.0,
    2.2.-Otros contra la libertad,16186.0,16292.0,14532.0,14432.0,13459.0,12929.0,12325.0,7464.0,2688.0,2683.0,2662.0,2721.0,2623.0,
    3.3.-Corrupción de menores o incapacitados,43.0,46.0,46.0,55.0,45.0,57.0,63.0,47.0,41.0,46.0,29.0,16.0,29.0,
    3.4.-Pornografía de menores,88.0,104.0,95.0,108.0,99.0,94.0,55.0,87.0,73.0,67.0,67.0,91.0,90.0,
    3.5.-Otros contra la libertad sexual,341.0,342.0,278.0,305.0,290.0,280.0,267.0,227.0,239.0,230.0,191.0,231.0,214.0,
    5. PATRIMONIO,319089.0,269675.0,243275.0,337836.0,325802.0,319369.0,314569.0,304377.0,304167.0,317363.0,329046.0,325156.0,336388.0,
    5.1.-Hurtos,132920.0,108778.0,92213.0,154169.0,152704.0,156329.0,150409.0,144569.0,145386.0,151459.0,152503.0,153109.0,156514.0,
    5.2.-Robos con fuerza en las cosas,39960.0,33408.0,31715.0,47391.0,49133.0,48650.0,54586.0,52667.0,55553.0,59488.0,63266.0,65192.0,70721.0,
    5.3.-Robos con violencia o intimidación,12626.0,12153.0,10688.0,15372.0,14268.0,16314.0,16992.0,17454.0,18466.0,21921.0,24795.0,21619.0,20832.0,
    5.4.-Sustracción de vehículos,7397.0,6922.0,6235.0,8030.0,8620.0,10715.0,10504.0,10113.0,10352.0,12333.0,13236.0,13571.0,13739.0,
    5.5.-Estafas,80908.0,66354.0,64111.0,62010.0,51859.0,38707.0,32202.0,28950.0,23694.0,21599.0,22218.0,20144.0,21502.0,
    5.5.1.-Estafas informáticas,57794.0,46978.0,44139.0,32841.0,16509.0,8887.0,7210.0,7001.0,5128.0,4625.0,4826.0,3665.0,3226.0,
    5.6.-Daños,35696.0,34336.0,31429.0,42315.0,40852.0,41989.0,44007.0,43823.0,43351.0,44149.0,47782.0,47421.0,49311.0,
    5.8.-Blanqueo de capitales,73.0,47.0,42.0,35.0,32.0,43.0,37.0,74.0,36.0,34.0,49.0,30.0,37.0,
    5.9.-Otros contra el patrimonio,9326.0,7584.0,6766.0,8312.0,8100.0,6387.0,5577.0,6442.0,6857.0,5671.0,4654.0,3600.0,2913.0,
    6.1.-Tráfico de drogas,2984.0,2502.0,2470.0,2577.0,1955.0,1608.0,1463.0,1441.0,1599.0,1737.0,1943.0,2112.0,2876.0,
    7. FALSEDADES,8149.0,6857.0,4584.0,4042.0,3445.0,3257.0,2931.0,3371.0,3170.0,2823.0,2996.0,3737.0,3370.0,
