,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,
    8. ADMÓN. PÚBLICA,59.0,60.0,35.0,55.0,87.0,37.0,78.0,57.0,32.0,24.0,37.0,28.0,46.0,
    9. ADMÓN. JUSTICIA,5377.0,5006.0,4481.0,4671.0,4464.0,4319.0,4029.0,3587.0,3505.0,3553.0,4013.0,4387.0,3802.0,
    10. ORDEN PÚBLICO,5479.0,5747.0,5673.0,4428.0,3754.0,3824.0,3793.0,4178.0,4930.0,5168.0,5528.0,5948.0,5136.0,
    11. LEGISLACIÓN ESPECIAL,11.0,22.0,9.0,24.0,10.0,15.0,10.0,19.0,9.0,10.0,17.0,15.0,2.0,
    TOTAL INFRACCIONES PENALES,401924.0,345987.0,310194.0,407736.0,389914.0,381242.0,373402.0,365006.0,365599.0,379114.0,393872.0,393029.0,401871.0,
MURCIA (REGIÓN DE),
    1. CONTRA LAS PERSONAS,7590.0,6658.0,5597.0,6237.0,6010.0,6033.0,5768.0,7534.0,8920.0,8457.0,9550.0,10017.0,9882.0,
    1.1.-Homicidios dolosos/asesinatos,59.0,60.0,51.0,39.0,36.0,45.0,34.0,37.0,33.0,26.0,36.0,39.0,43.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,8.0,14.0,10.0,13.0,11.0,14.0,12.0,12.0,8.0,5.0,10.0,10.0,15.0,
    1.2.-Lesiones,4129.0,3484.0,2966.0,3449.0,3333.0,3379.0,3185.0,3241.0,3289.0,3209.0,3545.0,3727.0,3953.0,
    1.4.-Otros contra las personas,112.0,84.0,76.0,71.0,61.0,43.0,39.0,1740.0,3198.0,2903.0,3554.0,3773.0,3495.0,
    2.2.-Otros contra la libertad,4396.0,4061.0,3641.0,3377.0,3077.0,2995.0,2714.0,1793.0,868.0,822.0,878.0,905.0,741.0,
    3.3.-Corrupción de menores o incapacitados,7.0,16.0,14.0,18.0,15.0,7.0,14.0,17.0,18.0,4.0,7.0,3.0,14.0,
    3.4.-Pornografía de menores,20.0,27.0,32.0,27.0,14.0,18.0,16.0,22.0,14.0,10.0,10.0,14.0,9.0,
    3.5.-Otros contra la libertad sexual,64.0,65.0,69.0,76.0,69.0,67.0,69.0,79.0,79.0,67.0,49.0,51.0,56.0,
    5. PATRIMONIO,49030.0,40153.0,35539.0,41700.0,40812.0,38611.0,38128.0,39276.0,37824.0,40564.0,41734.0,41304.0,41988.0,
    5.1.-Hurtos,15475.0,11925.0,9925.0,15138.0,14888.0,15261.0,15735.0,16697.0,15551.0,17166.0,17034.0,16390.0,16128.0,
    5.2.-Robos con fuerza en las cosas,10214.0,9127.0,8287.0,10780.0,11206.0,11571.0,11120.0,11376.0,11745.0,12637.0,12954.0,13165.0,13907.0,
    5.3.-Robos con violencia o intimidación,1999.0,1375.0,1207.0,1536.0,1444.0,1458.0,1495.0,1480.0,1433.0,1690.0,1787.0,1723.0,1581.0,
    5.4.-Sustracción de vehículos,774.0,666.0,726.0,909.0,951.0,1293.0,1352.0,1332.0,1224.0,1422.0,1582.0,1747.0,2393.0,
    5.5.-Estafas,12203.0,9622.0,8810.0,6655.0,5948.0,3245.0,2846.0,2543.0,2236.0,2046.0,2315.0,1913.0,1483.0,
    5.5.1.-Estafas informáticas,8651.0,6754.0,5887.0,3358.0,2034.0,1183.0,885.0,718.0,581.0,428.0,482.0,306.0,297.0,
    5.6.-Daños,6140.0,5447.0,4733.0,4813.0,4848.0,4783.0,4715.0,4661.0,4668.0,4730.0,5202.0,5622.0,5869.0,
    5.8.-Blanqueo de capitales,10.0,15.0,13.0,8.0,4.0,5.0,6.0,7.0,1.0,8.0,3.0,5.0,7.0,
    5.9.-Otros contra el patrimonio,2178.0,1931.0,1788.0,1818.0,1471.0,940.0,813.0,1119.0,922.0,796.0,807.0,681.0,477.0,
    6.1.-Tráfico de drogas,527.0,506.0,389.0,360.0,287.0,293.0,264.0,248.0,239.0,317.0,312.0,305.0,314.0,
    7. FALSEDADES,1378.0,1336.0,929.0,708.0,679.0,540.0,466.0,532.0,469.0,405.0,542.0,620.0,485.0,
    8. ADMÓN. PÚBLICA,9.0,28.0,25.0,14.0,16.0,23.0,10.0,5.0,6.0,8.0,9.0,3.0,10.0,
    9. ADMÓN. JUSTICIA,1618.0,1250.0,1159.0,1040.0,1009.0,893.0,894.0,810.0,884.0,783.0,971.0,931.0,882.0,
    10. ORDEN PÚBLICO,884.0,816.0,900.0,564.0,570.0,550.0,534.0,492.0,677.0,673.0,722.0,898.0,822.0,
    11. LEGISLACIÓN ESPECIAL,14.0,10.0,14.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,
    TOTAL INFRACCIONES PENALES,68717.0,57974.0,50969.0,57099.0,55398.0,52690.0,51309.0,53374.0,52655.0,54624.0,57449.0,57882.0,57769.0,
NAVARRA (COMUNIDAD FORAL DE),
    1. CONTRA LAS PERSONAS,3098.0,2470.0,2109.0,2693.0,2589.0,2427.0,2352.0,2945.0,4294.0,3712.0,2563.0,2961.0,2726.0,
    1.1.-Homicidios dolosos/asesinatos,24.0,23.0,23.0,18.0,25.0,28.0,7.0,15.0,15.0,15.0,10.0,16.0,13.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,3.0,2.0,1.0,5.0,10.0,7.0,1.0,3.0,1.0,4.0,2.0,5.0,3.0,
    1.2.-Lesiones,1838.0,1448.0,1108.0,1638.0,1506.0,1409.0,1382.0,1299.0,1484.0,1321.0,928.0,1040.0,973.0,
    1.4.-Otros contra las personas,127.0,63.0,45.0,36.0,42.0,34.0,34.0,872.0,1972.0,1716.0,1181.0,1449.0,1199.0,
    2.2.-Otros contra la libertad,2097.0,1910.0,1569.0,1648.0,1570.0,1549.0,1693.0,840.0,410.0,630.0,798.0,565.0,556.0,
    3.3.-Corrupción de menores o incapacitados,11.0,17.0,15.0,8.0,7.0,19.0,18.0,9.0,4.0,13.0,14.0,6.0,6.0,
    3.4.-Pornografía de menores,6.0,8.0,13.0,7.0,12.0,10.0,6.0,8.0,5.0,1.0,3.0,7.0,8.0,
    3.5.-Otros contra la libertad sexual,36.0,29.0,48.0,39.0,44.0,27.0,35.0,36.0,16.0,15.0,22.0,15.0,7.0,
    5. PATRIMONIO,23928.0,18724.0,16861.0,21485.0,19908.0,18463.0,18875.0,17511.0,19231.0,17447.0,15739.0,14576.0,13770.0,
    5.1.-Hurtos,8108.0,5523.0,4469.0,8538.0,7741.0,7572.0,8259.0,7845.0,8954.0,8231.0,6661.0,6124.0,5834.0,
    5.2.-Robos con fuerza en las cosas,2850.0,2358.0,2202.0,2912.0,3093.0,2877.0,3253.0,2833.0,3505.0,3310.0,3733.0,3667.0,3570.0,
    5.3.-Robos con violencia o intimidación,422.0,298.0,226.0,331.0,255.0,432.0,424.0,351.0,309.0,354.0,313.0,175.0,218.0,
    5.4.-Sustracción de vehículos,132.0,122.0,131.0,183.0,173.0,169.0,214.0,186.0,244.0,268.0,187.0,216.0,207.0,
    5.5.-Estafas,7817.0,5994.0,6365.0,5434.0,4649.0,3526.0,2933.0,2632.0,2064.0,1539.0,1564.0,1261.0,1138.0,
    5.5.1.-Estafas informáticas,4816.0,3673.0,3903.0,2734.0,2126.0,1728.0,1424.0,1285.0,792.0,612.0,512.0,310.0,280.0,
    5.6.-Daños,3759.0,3667.0,2841.0,3401.0,3303.0,3321.0,3238.0,3158.0,3532.0,3218.0,2920.0,2874.0,2537.0,
    5.8.-Blanqueo de capitales,7.0,10.0,6.0,4.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,
    5.9.-Otros contra el patrimonio,821.0,744.0,612.0,655.0,654.0,550.0,522.0,470.0,568.0,457.0,353.0,255.0,255.0,
    6.1.-Tráfico de drogas,147.0,147.0,146.0,159.0,140.0,134.0,200.0,146.0,196.0,137.0,105.0,146.0,131.0,
    7. FALSEDADES,617.0,693.0,435.0,374.0,340.0,269.0,515.0,245.0,294.0,227.0,226.0,264.0,259.0,
    8. ADMÓN. PÚBLICA,13.0,16.0,18.0,10.0,17.0,25.0,10.0,15.0,12.0,23.0,13.0,21.0,21.0,
    9. ADMÓN. JUSTICIA,500.0,390.0,387.0,415.0,407.0,327.0,341.0,321.0,261.0,198.0,234.0,230.0,235.0,
    10. ORDEN PÚBLICO,535.0,452.0,428.0,365.0,306.0,294.0,340.0,453.0,627.0,510.0,431.0,357.0,324.0,
    11. LEGISLACIÓN ESPECIAL,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,8.0,3.0,
    TOTAL INFRACCIONES PENALES,33409.0,26719.0,23596.0,29170.0,27269.0,24827.0,25704.0,23932.0,26558.0,23911.0,21635.0,20780.0,19474.0,
PAÍS VASCO,
    1. CONTRA LAS PERSONAS,8330.0,6457.0,5730.0,6884.0,6391.0,6193.0,5393.0,8881.0,12313.0,12268.0,12425.0,12633.0,11792.0,
    1.1.-Homicidios dolosos/asesinatos,71.0,62.0,42.0,37.0,43.0,41.0,37.0,54.0,37.0,41.0,35.0,50.0,38.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,8.0,11.0,13.0,10.0,6.0,5.0,6.0,11.0,10.0,13.0,12.0,12.0,10.0,
    1.2.-Lesiones,5353.0,4151.0,3609.0,4742.0,4579.0,4588.0,4191.0,4223.0,4537.0,4643.0,5024.0,5419.0,4968.0,
    1.4.-Otros contra las personas,488.0,408.0,418.0,439.0,449.0,405.0,415.0,3808.0,7007.0,6841.0,6715.0,6457.0,6133.0,
    2.2.-Otros contra la libertad,5365.0,5327.0,4914.0,5052.0,4962.0,4940.0,4600.0,3119.0,1426.0,1429.0,1437.0,1535.0,1439.0,
    3.3.-Corrupción de menores o incapacitados,15.0,10.0,14.0,8.0,11.0,11.0,9.0,16.0,17.0,7.0,17.0,10.0,12.0,
    3.4.-Pornografía de menores,16.0,30.0,41.0,34.0,43.0,42.0,39.0,34.0,28.0,19.0,38.0,46.0,77.0,
    3.5.-Otros contra la libertad sexual,104.0,97.0,96.0,109.0,119.0,61.0,53.0,76.0,69.0,51.0,48.0,64.0,41.0,
    5. PATRIMONIO,75817.0,61679.0,55878.0,71978.0,68582.0,62871.0,62837.0,62875.0,63332.0,65419.0,66523.0,63215.0,65555.0,
    5.1.-Hurtos,29230.0,22253.0,17916.0,30254.0,29376.0,27873.0,28944.0,28194.0,28217.0,28484.0,27500.0,26242.0,26549.0,
    5.2.-Robos con fuerza en las cosas,12113.0,10684.0,9408.0,12683.0,12528.0,12539.0,13167.0,14029.0,16002.0,17789.0,17519.0,17473.0,20220.0,
    5.3.-Robos con violencia o intimidación,2201.0,1426.0,1053.0,1643.0,1791.0,1787.0,1993.0,1908.0,2136.0,2733.0,3861.0,2888.0,2791.0,
    5.4.-Sustracción de vehículos,718.0,694.0,632.0,890.0,928.0,900.0,985.0,879.0,667.0,733.0,811.0,974.0,1179.0,
    5.5.-Estafas,21337.0,17347.0,18880.0,16596.0,14563.0,10724.0,8997.0,8465.0,6994.0,6311.0,6108.0,4755.0,3208.0,
    5.5.1.-Estafas informáticas,18861.0,15016.0,16591.0,13793.0,341.0,317.0,206.0,163.0,163.0,195.0,207.0,141.0,173.0,
    5.6.-Daños,8193.0,7359.0,6414.0,8103.0,7596.0,7729.0,7481.0,7588.0,7825.0,7967.0,9493.0,9779.0,10629.0,
    5.8.-Blanqueo de capitales,10.0,4.0,9.0,8.0,5.0,10.0,2.0,5.0,3.0,1.0,3.0,8.0,4.0,
    5.9.-Otros contra el patrimonio,1985.0,1901.0,1556.0,1786.0,1782.0,1302.0,1258.0,1783.0,1469.0,1386.0,1195.0,1079.0,949.0,
    6.1.-Tráfico de drogas,623.0,525.0,566.0,421.0,368.0,332.0,321.0,356.0,367.0,345.0,394.0,384.0,420.0,
    7. FALSEDADES,1687.0,1461.0,1087.0,1195.0,1025.0,963.0,952.0,1017.0,829.0,799.0,680.0,702.0,543.0,
    8. ADMÓN. PÚBLICA,15.0,16.0,18.0,12.0,13.0,17.0,27.0,34.0,36.0,24.0,26.0,18.0,25.0,
    9. ADMÓN. JUSTICIA,1736.0,1525.0,1401.0,1573.0,1502.0,1417.0,1492.0,1479.0,1418.0,1470.0,1458.0,1357.0,1170.0,
    10. ORDEN PÚBLICO,1437.0,1490.0,1680.0,985.0,897.0,897.0,892.0,1165.0,1636.0,1839.0,2143.0,2161.0,2405.0,
    11. LEGISLACIÓN ESPECIAL,1.0,2.0,6.0,7.0,0.0,1.0,1.0,3.0,3.0,5.0,0.0,2.0,1.0,
    TOTAL INFRACCIONES PENALES,101756.0,84781.0,77176.0,94536.0,90253.0,83687.0,82809.0,85501.0,88231.0,90599.0,92608.0,89567.0,90175.0,
RIOJA (LA),
    1. CONTRA LAS PERSONAS,1391.0,1166.0,942.0,1042.0,1057.0,1006.0,979.0,1176.0,1527.0,1462.0,1623.0,1625.0,1695.0,
    1.1.-Homicidios dolosos/asesinatos,9.0,8.0,8.0,5.0,3.0,6.0,3.0,6.0,9.0,7.0,6.0,7.0,6.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,
    1.2.-Lesiones,792.0,658.0,500.0,577.0,562.0,549.0,557.0,543.0,603.0,632.0,666.0,760.0,847.0,
    1.4.-Otros contra las personas,40.0,18.0,21.0,13.0,13.0,13.0,13.0,213.0,516.0,454.0,553.0,496.0,515.0,
    2.2.-Otros contra la libertad,719.0,684.0,482.0,450.0,454.0,410.0,402.0,281.0,151.0,127.0,154.0,119.0,133.0,
    3.3.-Corrupción de menores o incapacitados,5.0,3.0,8.0,4.0,1.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,
    3.4.-Pornografía de menores,2.0,3.0,4.0,2.0,7.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,7.0,
    3.5.-Otros contra la libertad sexual,6.0,13.0,32.0,6.0,6.0,6.0,3.0,6.0,1.0,2.0,3.0,3.0,5.0,
    5. PATRIMONIO,8254.0,5983.0,5460.0,6179.0,5894.0,5676.0,5764.0,6260.0,6352.0,7086.0,7267.0,7007.0,6555.0,
    5.1.-Hurtos,2743.0,1789.0,1475.0,2415.0,2366.0,2563.0,2791.0,2877.0,2725.0,2943.0,3144.0,2855.0,2668.0,
    5.2.-Robos con fuerza en las cosas,1251.0,844.0,806.0,942.0,1001.0,1271.0,1187.0,1438.0,1676.0,2066.0,1931.0,1967.0,2043.0,
    5.3.-Robos con violencia o intimidación,121.0,116.0,78.0,91.0,77.0,104.0,119.0,136.0,172.0,211.0,242.0,224.0,220.0,
    5.4.-Sustracción de vehículos,77.0,59.0,31.0,69.0,78.0,89.0,99.0,132.0,78.0,134.0,126.0,149.0,165.0,
    5.5.-Estafas,2487.0,1978.0,2014.0,1326.0,1052.0,458.0,397.0,449.0,444.0,482.0,532.0,475.0,308.0,
    5.5.1.-Estafas informáticas,2152.0,1794.0,1787.0,996.0,675.0,168.0,142.0,159.0,133.0,122.0,123.0,64.0,86.0,
    5.6.-Daños,1270.0,931.0,852.0,979.0,1097.0,1013.0,1004.0,1042.0,1092.0,1089.0,1182.0,1214.0,1066.0,
    5.8.-Blanqueo de capitales,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,
    5.9.-Otros contra el patrimonio,301.0,265.0,201.0,313.0,205.0,173.0,157.0,183.0,162.0,158.0,103.0,112.0,76.0,
    6.1.-Tráfico de drogas,98.0,75.0,72.0,105.0,73.0,80.0,63.0,61.0,62.0,69.0,69.0,62.0,64.0,
    7. FALSEDADES,180.0,174.0,55.0,73.0,64.0,52.0,66.0,62.0,73.0,52.0,81.0,93.0,54.0,
    8. ADMÓN. PÚBLICA,1.0,4.0,0.0,5.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,
    9. ADMÓN. JUSTICIA,267.0,223.0,139.0,229.0,185.0,136.0,157.0,126.0,131.0,115.0,147.0,141.0,137.0,
    10. ORDEN PÚBLICO,147.0,177.0,208.0,117.0,87.0,126.0,111.0,123.0,163.0,196.0,224.0,263.0,212.0,
    11. LEGISLACIÓN ESPECIAL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
    TOTAL INFRACCIONES PENALES,11754.0,9115.0,7827.0,8750.0,8274.0,7877.0,7997.0,8527.0,8925.0,9564.0,10154.0,9998.0,9448.0,
CIUDAD AUTÓNOMA DE CEUTA,
    1. CONTRA LAS PERSONAS,738.0,835.0,633.0,710.0,707.0,700.0,680.0,697.0,736.0,743.0,812.0,783.0,833.0,
    1.1.-Homicidios dolosos/asesinatos,35.0,12.0,7.0,20.0,2.0,8.0,14.0,7.0,15.0,17.0,11.0,11.0,5.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,4.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,6.0,2.0,0.0,4.0,1.0,
    1.2.-Lesiones,432.0,500.0,398.0,437.0,439.0,418.0,421.0,400.0,362.0,404.0,370.0,395.0,393.0,
    1.4.-Otros contra las personas,3.0,6.0,4.0,3.0,2.0,11.0,3.0,100.0,206.0,212.0,313.0,323.0,364.0,
    2.2.-Otros contra la libertad,323.0,365.0,333.0,279.0,232.0,231.0,282.0,147.0,58.0,62.0,77.0,41.0,56.0,
    3.3.-Corrupción de menores o incapacitados,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,
    3.4.-Pornografía de menores,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,
    3.5.-Otros contra la libertad sexual,2.0,10.0,10.0,6.0,6.0,5.0,7.0,3.0,3.0,4.0,1.0,2.0,3.0,
    5. PATRIMONIO,1817.0,1800.0,1714.0,2159.0,2243.0,2132.0,2361.0,2723.0,2767.0,3046.0,3433.0,2860.0,3053.0,
    5.1.-Hurtos,425.0,434.0,471.0,819.0,864.0,810.0,950.0,1067.0,1193.0,1260.0,1243.0,1081.0,983.0,
    5.2.-Robos con fuerza en las cosas,211.0,189.0,198.0,241.0,313.0,455.0,346.0,621.0,455.0,615.0,667.0,479.0,723.0,
    5.3.-Robos con violencia o intimidación,107.0,195.0,128.0,147.0,150.0,131.0,197.0,174.0,189.0,223.0,165.0,168.0,189.0,
    5.4.-Sustracción de vehículos,107.0,103.0,84.0,168.0,247.0,216.0,387.0,350.0,319.0,403.0,653.0,463.0,436.0,
    5.5.-Estafas,529.0,452.0,432.0,404.0,291.0,166.0,142.0,152.0,156.0,94.0,137.0,117.0,96.0,
    5.5.1.-Estafas informáticas,469.0,402.0,359.0,324.0,182.0,72.0,64.0,62.0,64.0,32.0,66.0,63.0,60.0,
    5.6.-Daños,378.0,344.0,350.0,331.0,324.0,313.0,296.0,327.0,411.0,416.0,486.0,485.0,553.0,
    5.8.-Blanqueo de capitales,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,
    5.9.-Otros contra el patrimonio,57.0,82.0,50.0,46.0,50.0,37.0,36.0,30.0,37.0,33.0,68.0,60.0,64.0,
    6.1.-Tráfico de drogas,115.0,205.0,220.0,297.0,166.0,227.0,257.0,388.0,567.0,894.0,1417.0,1413.0,1116.0,
    7. FALSEDADES,78.0,108.0,192.0,543.0,602.0,474.0,362.0,343.0,399.0,301.0,325.0,339.0,53.0,
    8. ADMÓN. PÚBLICA,0.0,0.0,1.0,8.0,8.0,11.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,
    9. ADMÓN. JUSTICIA,108.0,99.0,116.0,148.0,178.0,185.0,148.0,129.0,119.0,125.0,157.0,84.0,101.0,
    10. ORDEN PÚBLICO,152.0,183.0,174.0,165.0,134.0,159.0,120.0,120.0,168.0,168.0,174.0,155.0,160.0,
    11. LEGISLACIÓN ESPECIAL,2.0,2.0,4.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,13.0,
    TOTAL INFRACCIONES PENALES,3635.0,3916.0,3648.0,4746.0,4722.0,4503.0,4633.0,4961.0,5302.0,5850.0,7052.0,6294.0,5974.0,
CIUDAD AUTÓNOMA DE MELILLA,
    1. CONTRA LAS PERSONAS,926.0,900.0,870.0,931.0,874.0,889.0,888.0,979.0,1057.0,879.0,887.0,948.0,1011.0,
    1.1.-Homicidios dolosos/asesinatos,7.0,4.0,2.0,9.0,1.0,8.0,9.0,5.0,4.0,4.0,9.0,7.0,4.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,
    1.2.-Lesiones,532.0,539.0,522.0,592.0,574.0,569.0,578.0,491.0,523.0,474.0,452.0,478.0,501.0,
    1.4.-Otros contra las personas,19.0,24.0,24.0,11.0,24.0,8.0,8.0,133.0,228.0,175.0,184.0,204.0,254.0,
    2.2.-Otros contra la libertad,416.0,439.0,375.0,287.0,337.0,344.0,278.0,157.0,71.0,69.0,82.0,92.0,103.0,
    3.3.-Corrupción de menores o incapacitados,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,
    3.4.-Pornografía de menores,0.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,
    3.5.-Otros contra la libertad sexual,3.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,6.0,5.0,3.0,6.0,8.0,
    5. PATRIMONIO,2276.0,1984.0,2319.0,3281.0,3329.0,2826.0,2953.0,2955.0,2627.0,2834.0,2770.0,2917.0,2810.0,
    5.1.-Hurtos,732.0,576.0,778.0,1202.0,1237.0,1154.0,1312.0,1328.0,1116.0,1192.0,1250.0,1181.0,1043.0,
    5.2.-Robos con fuerza en las cosas,307.0,251.0,364.0,766.0,787.0,587.0,620.0,686.0,566.0,668.0,592.0,774.0,774.0,
    5.3.-Robos con violencia o intimidación,121.0,201.0,300.0,375.0,332.0,356.0,377.0,320.0,265.0,295.0,256.0,240.0,194.0,
    5.4.-Sustracción de vehículos,78.0,35.0,42.0,76.0,88.0,113.0,105.0,120.0,179.0,221.0,191.0,260.0,250.0,
    5.5.-Estafas,536.0,448.0,442.0,386.0,373.0,98.0,100.0,119.0,127.0,94.0,69.0,67.0,68.0,
    5.5.1.-Estafas informáticas,329.0,348.0,351.0,241.0,176.0,32.0,29.0,30.0,37.0,20.0,12.0,22.0,23.0,
    5.6.-Daños,427.0,406.0,323.0,380.0,445.0,421.0,375.0,348.0,321.0,327.0,363.0,336.0,438.0,
    5.8.-Blanqueo de capitales,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,
    5.9.-Otros contra el patrimonio,74.0,65.0,69.0,84.0,56.0,65.0,56.0,29.0,45.0,31.0,36.0,45.0,29.0,
    6.1.-Tráfico de drogas,69.0,230.0,232.0,76.0,48.0,64.0,82.0,112.0,158.0,206.0,167.0,198.0,174.0,
    7. FALSEDADES,58.0,50.0,99.0,289.0,196.0,42.0,52.0,91.0,77.0,145.0,244.0,248.0,42.0,
    8. ADMÓN. PÚBLICA,1.0,3.0,1.0,1.0,1.0,2.0,3.0,12.0,3.0,6.0,3.0,2.0,1.0,
    9. ADMÓN. JUSTICIA,106.0,84.0,101.0,97.0,78.0,67.0,78.0,80.0,77.0,43.0,69.0,67.0,70.0,
    10. ORDEN PÚBLICO,106.0,133.0,174.0,137.0,165.0,166.0,134.0,135.0,200.0,130.0,147.0,187.0,170.0,
    11. LEGISLACIÓN ESPECIAL,0.0,3.0,0.0,9.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,
    TOTAL INFRACCIONES PENALES,4309.0,4116.0,4470.0,5582.0,5488.0,4744.0,4832.0,4896.0,4618.0,4696.0,4639.0,4942.0,4652.0,
EN EL EXTRANJERO,
    1. CONTRA LAS PERSONAS,172.0,103.0,110.0,175.0,141.0,135.0,134.0,240.0,284.0,221.0,222.0,190.0,158.0,
    1.1.-Homicidios dolosos/asesinatos,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,
    1.2.-Lesiones,28.0,15.0,19.0,27.0,19.0,19.0,19.0,25.0,29.0,29.0,44.0,27.0,17.0,
    1.4.-Otros contra las personas,6.0,1.0,0.0,4.0,2.0,1.0,2.0,96.0,174.0,126.0,112.0,86.0,86.0,
    2.2.-Otros contra la libertad,193.0,236.0,251.0,316.0,305.0,283.0,386.0,252.0,162.0,116.0,74.0,79.0,53.0,
    3.3.-Corrupción de menores o incapacitados,1.0,4.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,5.0,
    3.4.-Pornografía de menores,2.0,2.0,8.0,12.0,8.0,16.0,6.0,3.0,10.0,4.0,5.0,13.0,15.0,
    3.5.-Otros contra la libertad sexual,7.0,3.0,6.0,6.0,5.0,5.0,3.0,4.0,4.0,6.0,3.0,2.0,2.0,
    5. PATRIMONIO,9917.0,6661.0,8725.0,14331.0,13478.0,20298.0,17341.0,18447.0,17927.0,15697.0,15899.0,15035.0,20188.0,
    5.1.-Hurtos,2078.0,832.0,912.0,3096.0,3030.0,3091.0,2882.0,2655.0,2552.0,2329.0,2567.0,2902.0,2427.0,
    5.2.-Robos con fuerza en las cosas,353.0,162.0,173.0,304.0,297.0,253.0,277.0,297.0,257.0,272.0,325.0,445.0,674.0,
    5.3.-Robos con violencia o intimidación,164.0,74.0,75.0,263.0,264.0,246.0,236.0,224.0,202.0,234.0,205.0,162.0,177.0,
    5.4.-Sustracción de vehículos,66.0,58.0,90.0,110.0,82.0,95.0,93.0,88.0,76.0,89.0,149.0,137.0,125.0,
    5.5.-Estafas,7007.0,5329.0,7262.0,10328.0,9531.0,16343.0,13532.0,14971.0,14696.0,12626.0,12541.0,11256.0,16688.0,
    5.5.1.-Estafas informáticas,5451.0,4011.0,5469.0,5812.0,3822.0,6102.0,4064.0,4316.0,4625.0,3922.0,3963.0,3502.0,4647.0,
    5.6.-Daños,40.0,28.0,18.0,51.0,55.0,55.0,32.0,30.0,19.0,45.0,41.0,45.0,28.0,
    5.8.-Blanqueo de capitales,8.0,0.0,3.0,9.0,6.0,11.0,11.0,15.0,7.0,10.0,6.0,8.0,5.0,
    5.9.-Otros contra el patrimonio,200.0,177.0,190.0,165.0,210.0,198.0,273.0,159.0,112.0,87.0,63.0,76.0,63.0,
    6.1.-Tráfico de drogas,23.0,17.0,19.0,15.0,12.0,12.0,14.0,16.0,16.0,4.0,2.0,16.0,6.0,
    7. FALSEDADES,113.0,112.0,148.0,270.0,391.0,631.0,478.0,475.0,487.0,403.0,286.0,189.0,226.0,
    8. ADMÓN. PÚBLICA,1.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,
    9. ADMÓN. JUSTICIA,20.0,16.0,18.0,30.0,28.0,25.0,22.0,18.0,26.0,20.0,7.0,8.0,13.0,
    10. ORDEN PÚBLICO,9.0,8.0,6.0,4.0,2.0,3.0,4.0,6.0,7.0,6.0,5.0,3.0,2.0,
    11. LEGISLACIÓN ESPECIAL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,
    TOTAL INFRACCIONES PENALES,10629.0,7306.0,9395.0,15315.0,14504.0,21544.0,18541.0,19614.0,19054.0,16588.0,16599.0,15616.0,20734.0,


